week	home	away	start-time
3	SF	SEA	2016-09-25T16:05:00-04:00
3	NYJ	KC	2016-09-25T16:25:00-04:00
3	PIT	PHI	2016-09-25T16:25:00-04:00
3	SD	IND	2016-09-25T16:25:00-04:00
3	CHI	DAL	2016-09-25T20:30:00-04:00
3	ATL	NO	2016-09-26T20:30:00-04:00
4	MIA	CIN	2016-09-29T20:25:00-04:00
4	IND	JAC	2016-10-02T09:30:00-04:00
4	BUF	NE	2016-10-02T13:00:00-04:00
4	CAR	ATL	2016-10-02T13:00:00-04:00
4	CLE	WAS	2016-10-02T13:00:00-04:00
4	DET	CHI	2016-10-02T13:00:00-04:00
4	OAK	BAL	2016-10-02T13:00:00-04:00
4	SEA	NYJ	2016-10-02T13:00:00-04:00
4	TEN	HOU	2016-10-02T13:00:00-04:00
4	DEN	TB	2016-10-02T16:05:00-04:00
4	DAL	SF	2016-10-02T16:25:00-04:00
4	LA	ARI	2016-10-02T16:25:00-04:00
4	NO	SD	2016-10-02T16:25:00-04:00
4	KC	PIT	2016-10-02T20:30:00-04:00
4	NYG	MIN	2016-10-03T20:30:00-04:00
5	ARI	SF	2016-10-06T20:25:00-04:00
5	CHI	IND	2016-10-09T13:00:00-04:00
5	HOU	MIN	2016-10-09T13:00:00-04:00
5	NE	CLE	2016-10-09T13:00:00-04:00
5	NYJ	PIT	2016-10-09T13:00:00-04:00
5	PHI	DET	2016-10-09T13:00:00-04:00
5	TEN	MIA	2016-10-09T13:00:00-04:00
5	WAS	BAL	2016-10-09T13:00:00-04:00
5	ATL	DEN	2016-10-09T16:05:00-04:00
5	BUF	LA	2016-10-09T16:25:00-04:00
5	CIN	DAL	2016-10-09T16:25:00-04:00
5	SD	OAK	2016-10-09T16:25:00-04:00
5	NYG	GB	2016-10-09T20:30:00-04:00
5	TB	CAR	2016-10-10T20:30:00-04:00
6	DEN	SD	2016-10-13T20:25:00-04:00
6	BAL	NYG	2016-10-16T13:00:00-04:00
6	CAR	NO	2016-10-16T13:00:00-04:00
6	CIN	NE	2016-10-16T13:00:00-04:00
6	CLE	TEN	2016-10-16T13:00:00-04:00
6	JAC	CHI	2016-10-16T13:00:00-04:00
6	LA	DET	2016-10-16T13:00:00-04:00
6	PHI	WAS	2016-10-16T13:00:00-04:00
6	PIT	MIA	2016-10-16T13:00:00-04:00
6	SF	BUF	2016-10-16T13:00:00-04:00
6	KC	OAK	2016-10-16T16:05:00-04:00
6	ATL	SEA	2016-10-16T16:25:00-04:00
6	DAL	GB	2016-10-16T16:25:00-04:00
6	IND	HOU	2016-10-16T20:30:00-04:00
6	NYJ	ARI	2016-10-17T20:30:00-04:00
7	CHI	GB	2016-10-20T20:25:00-04:00
7	NYG	LA	2016-10-23T09:30:00-04:00
7	BAL	NYJ	2016-10-23T13:00:00-04:00
7	BUF	MIA	2016-10-23T13:00:00-04:00
7	CLE	CIN	2016-10-23T13:00:00-04:00
7	IND	TEN	2016-10-23T13:00:00-04:00
7	MIN	PHI	2016-10-23T13:00:00-04:00
7	NO	KC	2016-10-23T13:00:00-04:00
7	OAK	JAC	2016-10-23T13:00:00-04:00
7	WAS	DET	2016-10-23T13:00:00-04:00
7	SD	ATL	2016-10-23T16:05:00-04:00
7	TB	SF	2016-10-23T16:05:00-04:00
7	NE	PIT	2016-10-23T16:25:00-04:00
7	SEA	ARI	2016-10-23T20:30:00-04:00
7	HOU	DEN	2016-10-24T20:30:00-04:00
8	JAC	TEN	2016-10-27T20:25:00-04:00
8	WAS	CIN	2016-10-30T09:30:00-04:00
8	DET	HOU	2016-10-30T13:00:00-04:00
8	GB	ATL	2016-10-30T13:00:00-04:00
8	KC	IND	2016-10-30T13:00:00-04:00
8	NE	BUF	2016-10-30T13:00:00-04:00
8	NYJ	CLE	2016-10-30T13:00:00-04:00
8	OAK	TB	2016-10-30T13:00:00-04:00
8	SEA	NO	2016-10-30T13:00:00-04:00
8	SD	DEN	2016-10-30T16:05:00-04:00
8	ARI	CAR	2016-10-30T16:25:00-04:00
8	PHI	DAL	2016-10-30T20:30:00-04:00
8	MIN	CHI	2016-10-31T20:30:00-04:00
9	ATL	TB	2016-11-03T20:25:00-04:00
9	DAL	CLE	2016-11-06T13:00:00-05:00
9	DET	MIN	2016-11-06T13:00:00-05:00
9	JAC	KC	2016-11-06T13:00:00-05:00
9	NYJ	MIA	2016-11-06T13:00:00-05:00
9	PHI	NYG	2016-11-06T13:00:00-05:00
9	PIT	BAL	2016-11-06T13:00:00-05:00
9	CAR	LA	2016-11-06T16:05:00-05:00
9	NO	SF	2016-11-06T16:05:00-05:00
9	IND	GB	2016-11-06T16:25:00-05:00
9	TEN	SD	2016-11-06T16:25:00-05:00
9	DEN	OAK	2016-11-06T20:30:00-05:00
9	BUF	SEA	2016-11-07T20:30:00-05:00
10	CLE	BAL	2016-11-10T20:25:00-05:00
10	ATL	PHI	2016-11-13T13:00:00-05:00
10	CHI	TB	2016-11-13T13:00:00-05:00
10	DEN	NO	2016-11-13T13:00:00-05:00
10	GB	TEN	2016-11-13T13:00:00-05:00
10	HOU	JAC	2016-11-13T13:00:00-05:00
10	KC	CAR	2016-11-13T13:00:00-05:00
10	LA	NYJ	2016-11-13T13:00:00-05:00
10	MIN	WAS	2016-11-13T13:00:00-05:00
10	MIA	SD	2016-11-13T16:05:00-05:00
10	DAL	PIT	2016-11-13T16:25:00-05:00
10	SF	ARI	2016-11-13T16:25:00-05:00
10	SEA	NE	2016-11-13T20:30:00-05:00
10	CIN	NYG	2016-11-14T20:30:00-05:00
11	NO	CAR	2016-11-17T20:25:00-05:00
11	ARI	MIN	2016-11-20T13:00:00-05:00
11	BAL	DAL	2016-11-20T13:00:00-05:00
11	BUF	CIN	2016-11-20T13:00:00-05:00
11	CHI	NYG	2016-11-20T13:00:00-05:00
11	JAC	DET	2016-11-20T13:00:00-05:00
11	PIT	CLE	2016-11-20T13:00:00-05:00
11	TB	KC	2016-11-20T13:00:00-05:00
11	TEN	IND	2016-11-20T13:00:00-05:00
11	MIA	LA	2016-11-20T16:05:00-05:00
11	NE	SF	2016-11-20T16:25:00-05:00
11	PHI	SEA	2016-11-20T16:25:00-05:00
11	GB	WAS	2016-11-20T20:30:00-05:00
11	HOU	OAK	2016-11-21T20:30:00-05:00
12	MIN	DET	2016-11-24T12:30:00-05:00
12	WAS	DAL	2016-11-24T16:30:00-05:00
12	PIT	IND	2016-11-24T20:30:00-05:00
12	ARI	ATL	2016-11-27T13:00:00-05:00
12	CIN	BAL	2016-11-27T13:00:00-05:00
12	JAC	BUF	2016-11-27T13:00:00-05:00
12	LA	NO	2016-11-27T13:00:00-05:00
12	NYG	CLE	2016-11-27T13:00:00-05:00
12	SD	HOU	2016-11-27T13:00:00-05:00
12	SF	MIA	2016-11-27T13:00:00-05:00
12	TEN	CHI	2016-11-27T13:00:00-05:00
12	SEA	TB	2016-11-27T16:05:00-05:00
12	CAR	OAK	2016-11-27T16:25:00-05:00
12	KC	DEN	2016-11-27T16:25:00-05:00
12	NE	NYJ	2016-11-27T20:30:00-05:00
12	GB	PHI	2016-11-28T20:30:00-05:00
13	DAL	MIN	2016-12-01T20:25:00-05:00
13	DEN	JAC	2016-12-04T13:00:00-05:00
13	DET	NO	2016-12-04T13:00:00-05:00
13	HOU	GB	2016-12-04T13:00:00-05:00
13	KC	ATL	2016-12-04T13:00:00-05:00
13	LA	NE	2016-12-04T13:00:00-05:00
13	MIA	BAL	2016-12-04T13:00:00-05:00
13	PHI	CIN	2016-12-04T13:00:00-05:00
13	SF	CHI	2016-12-04T13:00:00-05:00
13	BUF	OAK	2016-12-04T16:05:00-05:00
13	NYG	PIT	2016-12-04T16:25:00-05:00
13	TB	SD	2016-12-04T16:25:00-05:00
13	WAS	ARI	2016-12-04T16:25:00-05:00
13	CAR	SEA	2016-12-04T20:30:00-05:00
13	IND	NYJ	2016-12-05T20:30:00-05:00
14	OAK	KC	2016-12-08T20:25:00-05:00
14	ARI	MIA	2016-12-11T13:00:00-05:00
14	CHI	DET	2016-12-11T13:00:00-05:00
14	CIN	CLE	2016-12-11T13:00:00-05:00
14	DEN	TEN	2016-12-11T13:00:00-05:00
14	HOU	IND	2016-12-11T13:00:00-05:00
14	MIN	JAC	2016-12-11T13:00:00-05:00
14	NO	TB	2016-12-11T13:00:00-05:00
14	PIT	BUF	2016-12-11T13:00:00-05:00
14	SD	CAR	2016-12-11T13:00:00-05:00
14	WAS	PHI	2016-12-11T13:00:00-05:00
14	NYJ	SF	2016-12-11T16:05:00-05:00
14	ATL	LA	2016-12-11T16:25:00-05:00
14	SEA	GB	2016-12-11T16:25:00-05:00
14	DAL	NYG	2016-12-11T20:30:00-05:00
14	BAL	NE	2016-12-12T20:30:00-05:00
15	LA	SEA	2016-12-15T20:25:00-05:00
15	MIA	NYJ	2016-12-17T20:25:00-05:00
15	CLE	BUF	2016-12-18T13:00:00-05:00
15	DET	NYG	2016-12-18T13:00:00-05:00
15	GB	CHI	2016-12-18T13:00:00-05:00
15	IND	MIN	2016-12-18T13:00:00-05:00
15	JAC	HOU	2016-12-18T13:00:00-05:00
15	PHI	BAL	2016-12-18T13:00:00-05:00
15	TB	DAL	2016-12-18T13:00:00-05:00
15	TEN	KC	2016-12-18T13:00:00-05:00
15	NO	ARI	2016-12-18T16:05:00-05:00
15	SF	ATL	2016-12-18T16:05:00-05:00
15	NE	DEN	2016-12-18T16:25:00-05:00
15	OAK	SD	2016-12-18T16:25:00-05:00
15	PIT	CIN	2016-12-18T20:30:00-05:00
15	CAR	WAS	2016-12-19T20:30:00-05:00
16	NYG	PHI	2016-12-22T20:25:00-05:00
16	ATL	CAR	2016-12-24T13:00:00-05:00
16	MIA	BUF	2016-12-24T13:00:00-05:00
16	MIN	GB	2016-12-24T13:00:00-05:00
16	NYJ	NE	2016-12-24T13:00:00-05:00
16	SD	CLE	2016-12-24T13:00:00-05:00
16	TB	NO	2016-12-24T13:00:00-05:00
16	TEN	JAC	2016-12-24T13:00:00-05:00
16	WAS	CHI	2016-12-24T13:00:00-05:00
16	IND	OAK	2016-12-24T16:05:00-05:00
16	ARI	SEA	2016-12-24T16:25:00-05:00
16	SF	LA	2016-12-24T16:25:00-05:00
16	CIN	HOU	2016-12-24T20:25:00-05:00
16	BAL	PIT	2016-12-25T16:30:00-05:00
16	DEN	KC	2016-12-25T20:30:00-05:00
16	DET	DAL	2016-12-26T20:30:00-05:00
17	BAL	CIN	2017-01-01T13:00:00-05:00
17	BUF	NYJ	2017-01-01T13:00:00-05:00
17	CAR	TB	2017-01-01T13:00:00-05:00
17	CHI	MIN	2017-01-01T13:00:00-05:00
17	CLE	PIT	2017-01-01T13:00:00-05:00
17	DAL	PHI	2017-01-01T13:00:00-05:00
17	GB	DET	2017-01-01T13:00:00-05:00
17	HOU	TEN	2017-01-01T13:00:00-05:00
17	JAC	IND	2017-01-01T13:00:00-05:00
17	NE	MIA	2017-01-01T13:00:00-05:00
17	NO	ATL	2017-01-01T13:00:00-05:00
17	NYG	WAS	2017-01-01T13:00:00-05:00
17	ARI	LA	2017-01-01T16:25:00-05:00
17	KC	SD	2017-01-01T16:25:00-05:00
17	OAK	DEN	2017-01-01T16:25:00-05:00
17	SEA	SF	2017-01-01T16:25:00-05:00
