week	home	away	start-time
6	MIN	DET	2014-10-12T17:00:00Z
6	NYJ	DEN	2014-10-12T17:00:00Z
6	TB	BAL	2014-10-12T17:00:00Z
6	OAK	SD	2014-10-12T20:05:00Z
6	ARI	WAS	2014-10-12T20:25:00Z
6	SEA	DAL	2014-10-12T20:25:00Z
6	PHI	NYG	2014-10-13T00:30:00Z
6	STL	SF	2014-10-14T00:30:00Z
7	NE	NYJ	2014-10-17T00:25:00Z
7	BUF	MIN	2014-10-19T17:00:00Z
7	CHI	MIA	2014-10-19T17:00:00Z
7	DET	NO	2014-10-19T17:00:00Z
7	GB	CAR	2014-10-19T17:00:00Z
7	IND	CIN	2014-10-19T17:00:00Z
7	STL	SEA	2014-10-19T17:00:00Z
7	WAS	TEN	2014-10-19T17:00:00Z
7	JAC	CLE	2014-10-19T17:00:00Z
7	BAL	ATL	2014-10-19T17:00:00Z
7	SD	KC	2014-10-19T20:05:00Z
7	DAL	NYG	2014-10-19T20:25:00Z
7	OAK	ARI	2014-10-19T20:25:00Z
7	DEN	SF	2014-10-20T00:30:00Z
7	PIT	HOU	2014-10-21T00:30:00Z
8	DEN	SD	2014-10-24T00:25:00Z
8	ATL	DET	2014-10-26T13:30:00Z
8	CIN	BAL	2014-10-26T17:00:00Z
8	TEN	HOU	2014-10-26T17:00:00Z
8	KC	STL	2014-10-26T17:00:00Z
8	NE	CHI	2014-10-26T17:00:00Z
8	NYJ	BUF	2014-10-26T17:00:00Z
8	TB	MIN	2014-10-26T17:00:00Z
8	CAR	SEA	2014-10-26T17:00:00Z
8	JAC	MIA	2014-10-26T17:00:00Z
8	ARI	PHI	2014-10-26T20:05:00Z
8	CLE	OAK	2014-10-26T20:25:00Z
8	PIT	IND	2014-10-26T20:25:00Z
8	NO	GB	2014-10-27T00:30:00Z
8	DAL	WAS	2014-10-28T00:30:00Z
9	CAR	NO	2014-10-31T00:25:00Z
9	CIN	JAC	2014-11-02T18:00:00Z
9	CLE	TB	2014-11-02T18:00:00Z
9	DAL	ARI	2014-11-02T18:00:00Z
9	KC	NYJ	2014-11-02T18:00:00Z
9	MIA	SD	2014-11-02T18:00:00Z
9	MIN	WAS	2014-11-02T18:00:00Z
9	HOU	PHI	2014-11-02T18:00:00Z
9	SF	STL	2014-11-02T21:05:00Z
9	NE	DEN	2014-11-02T21:25:00Z
9	SEA	OAK	2014-11-02T21:25:00Z
9	PIT	BAL	2014-11-03T01:30:00Z
9	NYG	IND	2014-11-04T01:30:00Z
10	CIN	CLE	2014-11-07T01:25:00Z
10	BUF	KC	2014-11-09T18:00:00Z
10	DET	MIA	2014-11-09T18:00:00Z
10	NO	SF	2014-11-09T18:00:00Z
10	NYJ	PIT	2014-11-09T18:00:00Z
10	TB	ATL	2014-11-09T18:00:00Z
10	JAC	DAL	2014-11-09T18:00:00Z
10	BAL	TEN	2014-11-09T18:00:00Z
10	OAK	DEN	2014-11-09T21:05:00Z
10	ARI	STL	2014-11-09T21:25:00Z
10	SEA	NYG	2014-11-09T21:25:00Z
10	GB	CHI	2014-11-10T01:30:00Z
10	PHI	CAR	2014-11-11T01:30:00Z
11	MIA	BUF	2014-11-14T01:25:00Z
11	CHI	MIN	2014-11-16T18:00:00Z
11	CLE	HOU	2014-11-16T18:00:00Z
11	GB	PHI	2014-11-16T18:00:00Z
11	KC	SEA	2014-11-16T18:00:00Z
11	STL	DEN	2014-11-16T18:00:00Z
11	NO	CIN	2014-11-16T18:00:00Z
11	NYG	SF	2014-11-16T18:00:00Z
11	WAS	TB	2014-11-16T18:00:00Z
11	CAR	ATL	2014-11-16T18:00:00Z
11	SD	OAK	2014-11-16T21:05:00Z
11	ARI	DET	2014-11-16T21:25:00Z
11	IND	NE	2014-11-17T01:30:00Z
11	TEN	PIT	2014-11-18T01:30:00Z
12	OAK	KC	2014-11-21T01:25:00Z
12	ATL	CLE	2014-11-23T18:00:00Z
12	BUF	NYJ	2014-11-23T18:00:00Z
12	CHI	TB	2014-11-23T18:00:00Z
12	IND	JAC	2014-11-23T18:00:00Z
12	MIN	GB	2014-11-23T18:00:00Z
12	NE	DET	2014-11-23T18:00:00Z
12	PHI	TEN	2014-11-23T18:00:00Z
12	HOU	CIN	2014-11-23T18:00:00Z
12	SD	STL	2014-11-23T21:05:00Z
12	SEA	ARI	2014-11-23T21:05:00Z
12	DEN	MIA	2014-11-23T21:25:00Z
12	SF	WAS	2014-11-23T21:25:00Z
12	NYG	DAL	2014-11-24T01:30:00Z
12	NO	BAL	2014-11-25T01:30:00Z
13	DET	CHI	2014-11-27T17:30:00Z
13	DAL	PHI	2014-11-27T21:30:00Z
13	SF	SEA	2014-11-28T01:30:00Z
13	BUF	CLE	2014-11-30T18:00:00Z
13	IND	WAS	2014-11-30T18:00:00Z
13	STL	OAK	2014-11-30T18:00:00Z
13	MIN	CAR	2014-11-30T18:00:00Z
13	PIT	NO	2014-11-30T18:00:00Z
13	TB	CIN	2014-11-30T18:00:00Z
13	JAC	NYG	2014-11-30T18:00:00Z
13	BAL	SD	2014-11-30T18:00:00Z
13	HOU	TEN	2014-11-30T18:00:00Z
13	ATL	ARI	2014-11-30T21:05:00Z
13	GB	NE	2014-11-30T21:25:00Z
13	KC	DEN	2014-12-01T01:30:00Z
13	NYJ	MIA	2014-12-02T01:30:00Z
14	CHI	DAL	2014-12-05T01:25:00Z
14	CIN	PIT	2014-12-07T18:00:00Z
14	CLE	IND	2014-12-07T18:00:00Z
14	DET	TB	2014-12-07T18:00:00Z
14	TEN	NYG	2014-12-07T18:00:00Z
14	MIA	BAL	2014-12-07T18:00:00Z
14	MIN	NYJ	2014-12-07T18:00:00Z
14	NO	CAR	2014-12-07T18:00:00Z
14	WAS	STL	2014-12-07T18:00:00Z
14	JAC	HOU	2014-12-07T18:00:00Z
14	DEN	BUF	2014-12-07T21:05:00Z
14	ARI	KC	2014-12-07T21:05:00Z
14	OAK	SF	2014-12-07T21:25:00Z
14	PHI	SEA	2014-12-07T21:25:00Z
14	SD	NE	2014-12-08T01:30:00Z
14	GB	ATL	2014-12-09T01:30:00Z
15	STL	ARI	2014-12-12T01:25:00Z
15	ATL	PIT	2014-12-14T18:00:00Z
15	BUF	GB	2014-12-14T18:00:00Z
15	CLE	CIN	2014-12-14T18:00:00Z
15	DET	MIN	2014-12-14T18:00:00Z
15	IND	HOU	2014-12-14T18:00:00Z
15	KC	OAK	2014-12-14T18:00:00Z
15	NE	MIA	2014-12-14T18:00:00Z
15	NYG	WAS	2014-12-14T18:00:00Z
15	CAR	TB	2014-12-14T18:00:00Z
15	BAL	JAC	2014-12-14T18:00:00Z
15	TEN	NYJ	2014-12-14T21:05:00Z
15	SD	DEN	2014-12-14T21:05:00Z
15	SEA	SF	2014-12-14T21:25:00Z
15	PHI	DAL	2014-12-15T01:30:00Z
15	CHI	NO	2014-12-16T01:30:00Z
16	JAC	TEN	2014-12-19T01:25:00Z
16	SF	SD	2014-12-21T01:25:00Z
16	WAS	PHI	2014-12-20T21:30:00Z
16	CHI	DET	2014-12-21T18:00:00Z
16	MIA	MIN	2014-12-21T18:00:00Z
16	NO	ATL	2014-12-21T18:00:00Z
16	NYJ	NE	2014-12-21T18:00:00Z
16	PIT	KC	2014-12-21T18:00:00Z
16	TB	GB	2014-12-21T18:00:00Z
16	CAR	CLE	2014-12-21T18:00:00Z
16	HOU	BAL	2014-12-21T18:00:00Z
16	STL	NYG	2014-12-21T21:05:00Z
16	DAL	IND	2014-12-21T21:25:00Z
16	OAK	BUF	2014-12-21T21:25:00Z
16	ARI	SEA	2014-12-22T01:30:00Z
16	CIN	DEN	2014-12-23T01:30:00Z
17	ATL	CAR	2014-12-28T18:00:00Z
17	GB	DET	2014-12-28T18:00:00Z
17	TEN	IND	2014-12-28T18:00:00Z
17	KC	SD	2014-12-28T18:00:00Z
17	MIA	NYJ	2014-12-28T18:00:00Z
17	MIN	CHI	2014-12-28T18:00:00Z
17	NE	BUF	2014-12-28T18:00:00Z
17	NYG	PHI	2014-12-28T18:00:00Z
17	PIT	CIN	2014-12-28T18:00:00Z
17	TB	NO	2014-12-28T18:00:00Z
17	WAS	DAL	2014-12-28T18:00:00Z
17	BAL	CLE	2014-12-28T18:00:00Z
17	HOU	JAC	2014-12-28T18:00:00Z
17	DEN	OAK	2014-12-28T21:25:00Z
17	SF	ARI	2014-12-28T21:25:00Z
17	SEA	STL	2014-12-28T21:25:00Z
18	CAR	ARI	2015-01-03T21:35:00Z
18	PIT	BAL	2015-01-04T01:15:00Z
18	IND	CIN	2015-01-04T18:05:00Z
18	DAL	DET	2015-01-04T21:40:00Z
19	NE	BAL	2015-01-10T21:35:00Z
19	SEA	CAR	2015-01-11T01:15:00Z
19	GB	DAL	2015-01-11T18:05:00Z
19	DEN	IND	2015-01-11T21:40:00Z
20	SEA	GB	2015-01-18T20:05:00Z
20	NE	IND	2015-01-18T23:50:00Z
22	NE	SEA	2015-02-01T23:30:00Z
