t,value
1440907608,2/119
1440907608,2/119
1440907608,2/119
1440907609,2/119
1440907617,2/119
1440907617,2/119
1440907617,12/1333
1440907617,12/1333
1440907617,12/1333
1440907617,12/1333
1440907617,12/1333
1440907617,12/1333
1440907626,12/1333
1440907626,12/1333
1440907626,0
1440907626,0
1440907626,0
1440907626,0
1440907626,0
1440907626,0
1440907626,0
1440907634,0
1440907634,0
1440907634,0
1440907634,0
1440907634,0
1440907634,0
1440907634,0
1440907634,0
1440907635,0
1440907643,0
1440907643,0
1440907643,112/2581
1440907643,112/2581
1440907643,112/2581
1440907643,112/2581
1440907643,112/2581
1440907643,112/2581
1440907652,112/2581
1440907652,112/2581
1440907652,23/2257
1440907652,23/2257
1440907652,23/2257
1440907652,23/2257
1440907652,23/2257
1440907652,23/2257
1440907652,23/2257
1440907660,23/2257
1440907660,23/2257
1440907660,11/1190
1440907660,11/1190
1440907660,11/1190
1440907660,11/1190
1440907660,11/1190
1440907660,11/1190
1440907661,11/1190
1440907669,11/1190
1440907669,11/1190
1440907669,11/1190
1440907669,0
1440907669,0
1440907669,0
1440907669,0
1440907669,0
1440907670,0
1440907678,0
1440907678,0
1440907678,0
1440907678,0
1440907678,0
1440907678,0
1440907678,0
1440907678,0
1440907679,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907687,26/1171
1440907696,17/1710
1440907696,17/1710
1440907696,0
1440907696,0
1440907696,0
1440907696,0
1440907696,0
1440907696,0
1440907696,0
1440907705,0
1440907705,0
1440907705,4/371
1440907705,4/371
1440907705,4/371
1440907705,4/371
1440907705,4/371
1440907705,4/371
1440907705,4/371
1440907713,4/371
1440907713,4/371
1440907713,0
1440907713,0
1440907713,0
1440907713,0
1440907713,0
1440907713,0
1440907714,0
1440907722,0
1440907722,0
1440907722,0
1440907722,0
1440907722,0
1440907722,0
1440907722,0
1440907722,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907731,0
1440907739,0
1440907739,0
1440907739,0
1440907739,0
1440907739,0
1440907739,0
1440907739,0
1440907739,0
1440907740,0
1440907748,0
1440907748,0
1440907748,0
1440907748,0
1440907748,0
1440907748,0
1440907748,0
1440907748,0
1440907757,0
1440907757,0
1440907757,34/1967
1440907757,34/1967
1440907757,34/1967
1440907757,34/1967
1440907757,34/1967
1440907757,34/1967
1440907757,34/1967
1440907765,34/1967
1440907765,34/1967
1440907765,0
1440907765,0
1440907765,0
1440907765,0
1440907765,0
1440907765,0
1440907766,0
1440907774,0
1440907774,0
1440907774,0
1440907774,0
1440907774,0
1440907774,0
1440907774,0
1440907774,0
1440907783,0
1440907783,0
1440907783,20/2139
1440907783,20/2139
1440907783,20/2139
1440907783,20/2139
1440907783,20/2139
1440907783,20/2139
1440907783,20/2139
1440907791,20/2139
1440907791,20/2139
1440907791,20/2139
1440907791,20/2139
1440907791,0
1440907791,0
1440907791,0
1440907791,0
1440907792,0
1440907800,0
1440907800,0
1440907800,0
1440907800,0
1440907800,0
1440907800,0
1440907800,0
1440907800,0
1440907808,0
1440907808,0
1440907808,8/763
1440907808,8/763
1440907808,8/763
1440907808,8/763
1440907808,8/763
1440907808,8/763
1440907809,8/763
1440907817,8/763
1440907817,8/763
1440907817,15/1684
1440907817,15/1684
1440907817,15/1684
1440907817,15/1684
1440907817,15/1684
1440907817,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907826,15/1684
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907835,0
1440907843,0
1440907843,0
1440907843,0
1440907843,0
1440907843,0
1440907843,0
1440907843,0
1440907843,0
1440907844,0
1440907852,0
1440907852,0
1440907852,12/619
1440907852,12/619
1440907852,12/619
1440907852,12/619
1440907852,12/619
1440907852,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,12/619
1440907861,0
1440907869,0
1440907869,0
1440907869,0
1440907869,0
1440907869,0
1440907869,0
1440907869,0
1440907869,0
1440907870,0
1440907878,0
1440907878,0
1440907878,0
1440907878,0
1440907878,0
1440907878,0
1440907878,0
1440907878,0
1440907887,0
1440907887,0
1440907887,32/1875
1440907887,32/1875
1440907887,32/1875
1440907887,32/1875
1440907887,32/1875
1440907887,32/1875
1440907887,32/1875
1440907895,32/1875
1440907895,32/1875
1440907895,7/646
1440907895,7/646
1440907895,7/646
1440907895,7/646
1440907895,7/646
1440907895,7/646
1440907896,7/646
1440907904,7/646
1440907904,7/646
1440907904,0
1440907904,0
1440907904,0
1440907904,0
1440907904,0
1440907904,0
1440907913,0
1440907913,0
1440907913,72/2125
1440907913,72/2125
1440907913,72/2125
1440907913,72/2125
1440907913,72/2125
1440907913,72/2125
1440907913,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907921,72/2125
1440907922,7/730
1440907930,7/730
1440907930,7/730
1440907930,0
1440907930,0
1440907930,0
1440907930,0
1440907930,0
1440907930,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907939,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907948,0
1440907956,0
1440907956,0
1440907956,1/122
1440907956,1/122
1440907956,1/122
1440907956,1/122
1440907956,1/122
1440907956,1/122
1440907957,1/122
1440907965,1/122
1440907965,1/122
1440907965,1/122
1440907965,1/122
1440907965,0
1440907965,0
1440907965,0
1440907965,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907974,0
1440907983,0
1440907983,0
1440907983,0
1440907983,0
1440907983,0
1440907983,0
1440907983,0
1440907983,0
1440907983,9/904
1440907991,9/904
1440907991,9/904
1440907991,13/1360
1440907991,13/1360
1440907991,13/1360
1440907991,13/1360
1440907991,13/1360
1440907991,13/1360
1440907992,13/1360
1440908000,13/1360
1440908000,13/1360
1440908000,3/410
1440908000,3/410
1440908000,3/410
1440908000,3/410
1440908000,3/410
1440908000,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908009,3/410
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908018,0
1440908027,0
1440908027,0
1440908027,66/2641
1440908027,66/2641
1440908027,66/2641
1440908027,66/2641
1440908027,66/2641
1440908027,66/2641
1440908027,66/2641
1440908035,66/2641
1440908035,66/2641
1440908035,0
1440908035,0
1440908035,0
1440908035,0
1440908035,0
1440908035,0
1440908036,0
1440908044,0
1440908044,0
1440908044,3/269
1440908044,3/269
1440908044,3/269
1440908044,3/269
1440908044,3/269
1440908044,3/269
1440908053,3/269
1440908053,3/269
1440908053,0
1440908053,0
1440908053,0
1440908053,0
1440908053,0
1440908053,0
1440908053,0
1440908062,0
1440908062,0
1440908062,9/647
1440908062,9/647
1440908062,9/647
1440908062,9/647
1440908062,9/647
1440908062,9/647
1440908062,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908070,9/647
1440908071,12/1109
1440908079,12/1109
1440908079,12/1109
1440908079,0
1440908079,0
1440908079,0
1440908079,0
1440908079,0
1440908079,0
1440908088,0
1440908088,0
1440908088,48/2353
1440908088,48/2353
1440908088,48/2353
1440908088,48/2353
1440908088,48/2353
1440908088,48/2353
1440908088,48/2353
1440908097,48/2353
1440908097,48/2353
1440908097,0
1440908097,0
1440908097,0
1440908097,0
1440908097,0
1440908097,0
1440908097,0
1440908106,0
1440908106,0
1440908106,5/524
1440908106,5/524
1440908106,5/524
1440908106,5/524
1440908106,5/524
1440908106,5/524
1440908106,5/524
1440908114,5/524
1440908114,5/524
1440908114,10/1081
1440908114,10/1081
1440908114,10/1081
1440908114,10/1081
1440908114,10/1081
1440908114,10/1081
1440908115,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908123,10/1081
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908132,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908141,0
1440908149,0
1440908149,0
1440908149,0
1440908149,0
1440908149,0
1440908149,0
1440908149,0
1440908149,0
1440908150,0
1440908158,0
1440908158,0
1440908158,0
1440908158,0
1440908158,0
1440908158,0
1440908158,0
1440908158,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908167,0
1440908175,0
1440908175,0
1440908176,12/1207
1440908176,12/1207
1440908176,12/1207
1440908176,12/1207
1440908176,12/1207
1440908176,12/1207
1440908176,12/1207
1440908184,12/1207
1440908184,12/1207
1440908184,1/105
1440908184,1/105
1440908184,1/105
1440908184,1/105
1440908184,1/105
1440908184,1/105
1440908193,1/105
1440908193,1/105
1440908193,9/443
1440908193,9/443
1440908193,9/443
1440908193,9/443
1440908193,9/443
1440908193,9/443
1440908193,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,9/443
1440908202,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908210,2/225
1440908211,0
1440908219,0
1440908219,0
1440908219,1/93
1440908219,1/93
1440908219,1/93
1440908219,1/93
1440908219,1/93
1440908219,1/93
1440908228,1/93
1440908228,1/93
1440908228,38/2089
1440908228,38/2089
1440908228,38/2089
1440908228,38/2089
1440908228,38/2089
1440908228,38/2089
1440908228,38/2089
1440908237,38/2089
1440908237,38/2089
1440908237,17/834
1440908237,17/834
1440908237,17/834
1440908237,17/834
1440908237,17/834
1440908237,17/834
1440908237,17/834
1440908245,17/834
1440908245,17/834
1440908245,0
1440908245,0
1440908245,0
1440908245,0
1440908245,0
1440908245,0
1440908246,0
1440908254,0
1440908254,0
1440908254,0
1440908254,0
1440908254,0
1440908254,0
1440908254,0
1440908254,0
1440908255,0
1440908263,0
1440908263,0
1440908263,0
1440908263,0
1440908263,0
1440908263,0
1440908263,0
1440908263,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908272,0
1440908281,0
1440908281,0
1440908281,2/195
1440908281,2/195
1440908281,2/195
1440908281,2/195
1440908281,2/195
1440908281,2/195
1440908281,2/195
1440908289,2/195
1440908289,2/195
1440908289,0
1440908289,0
1440908289,0
1440908289,0
1440908289,0
1440908289,0
1440908290,0
1440908298,0
1440908298,0
1440908298,0
1440908298,0
1440908298,0
1440908298,0
1440908298,0
1440908298,0
1440908299,0
1440908307,0
1440908307,0
1440908307,0
1440908307,0
1440908307,0
1440908307,0
1440908307,0
1440908307,0
1440908308,8/965
1440908316,8/965
1440908316,8/965
1440908316,9/929
1440908316,9/929
1440908316,9/929
1440908316,9/929
1440908316,9/929
1440908316,9/929
1440908317,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908325,9/929
1440908326,15/859
1440908334,15/859
1440908334,15/859
1440908334,0
1440908334,0
1440908334,0
1440908334,0
1440908334,0
1440908334,0
1440908343,0
1440908343,0
1440908343,5/494
1440908343,5/494
1440908343,5/494
1440908343,5/494
1440908343,5/494
1440908343,5/494
1440908343,5/494
1440908352,5/494
1440908352,5/494
1440908352,21/2035
1440908352,21/2035
1440908352,21/2035
1440908352,21/2035
1440908352,21/2035
1440908352,21/2035
1440908352,21/2035
1440908361,21/2035
1440908361,21/2035
1440908361,15/1447
1440908361,15/1447
1440908361,15/1447
1440908361,15/1447
1440908361,15/1447
1440908361,15/1447
1440908361,15/1447
1440908370,15/1447
1440908370,15/1447
1440908370,0
1440908370,0
1440908370,0
1440908370,0
1440908370,0
1440908370,0
1440908370,0
1440908378,0
1440908378,0
1440908378,32/1919
1440908378,32/1919
1440908378,32/1919
1440908378,32/1919
1440908378,32/1919
1440908378,32/1919
1440908379,32/1919
1440908387,32/1919
1440908387,32/1919
1440908387,11/1223
1440908387,11/1223
1440908387,11/1223
1440908387,11/1223
1440908387,11/1223
1440908387,11/1223
1440908388,11/1223
1440908396,11/1223
1440908396,11/1223
1440908396,0
1440908396,0
1440908396,0
1440908396,0
1440908396,0
1440908396,0
1440908397,0
1440908405,0
1440908405,0
1440908405,0
1440908405,0
1440908405,0
1440908405,0
1440908405,0
1440908405,0
1440908414,23/2089
1440908414,23/2089
1440908414,0
1440908414,0
1440908414,0
1440908414,0
1440908414,0
1440908414,0
1440908414,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908423,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908432,0
1440908440,0
1440908440,0
1440908440,1/80
1440908440,1/80
1440908440,1/80
1440908440,1/80
1440908440,1/80
1440908440,1/80
1440908441,1/80
1440908449,1/80
1440908449,1/80
1440908449,0
1440908449,0
1440908449,0
1440908449,0
1440908449,0
1440908449,0
1440908450,0
1440908458,0
1440908458,0
1440908458,0
1440908458,0
1440908458,0
1440908458,0
1440908458,0
1440908458,0
1440908467,8/687
1440908467,8/687
1440908467,7/341
1440908467,7/341
1440908467,7/341
1440908467,7/341
1440908467,7/341
1440908467,7/341
1440908467,7/341
1440908476,7/341
1440908476,7/341
1440908476,0
1440908476,0
1440908476,0
1440908476,0
1440908476,0
1440908476,0
1440908476,0
1440908484,0
1440908484,0
1440908484,0
1440908484,0
1440908484,0
1440908484,0
1440908484,0
1440908484,0
1440908485,0
1440908493,0
1440908493,0
1440908493,0
1440908493,0
1440908493,0
1440908493,0
1440908493,0
1440908493,0
1440908502,16/797
1440908502,16/797
1440908502,14/1377
1440908502,14/1377
1440908502,14/1377
1440908502,14/1377
1440908502,14/1377
1440908502,14/1377
1440908502,14/1377
1440908510,14/1377
1440908510,14/1377
1440908511,0
1440908511,0
1440908511,0
1440908511,0
1440908511,0
1440908511,0
1440908511,0
1440908519,0
1440908519,0
1440908519,0
1440908519,0
1440908519,0
1440908519,0
1440908519,0
1440908519,0
1440908520,0
1440908528,0
1440908528,0
1440908528,7/758
1440908528,7/758
1440908528,7/758
1440908528,7/758
1440908528,7/758
1440908528,7/758
1440908537,7/758
1440908537,7/758
1440908537,15/1489
1440908537,15/1489
1440908537,15/1489
1440908537,15/1489
1440908537,15/1489
1440908537,15/1489
1440908537,15/1489
1440908545,15/1489
1440908545,15/1489
1440908546,1/128
1440908546,1/128
1440908546,1/128
1440908546,1/128
1440908546,1/128
1440908546,1/128
1440908546,1/128
1440908554,1/128
1440908554,1/128
1440908554,0
1440908554,0
1440908554,0
1440908554,0
1440908554,0
1440908554,0
1440908555,0
1440908563,0
1440908563,0
1440908563,0
1440908563,0
1440908563,0
1440908563,0
1440908563,0
1440908563,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908572,0
1440908581,0
1440908581,0
1440908581,0
1440908581,0
1440908581,1/75
1440908581,1/75
1440908581,1/75
1440908581,1/75
1440908581,1/75
1440908590,1/75
1440908590,1/75
1440908590,0
1440908590,0
1440908590,0
1440908590,0
1440908590,0
1440908590,0
1440908590,0
1440908598,0
1440908598,0
1440908598,0
1440908598,0
1440908598,0
1440908598,0
1440908598,0
1440908598,0
1440908599,0
1440908607,0
1440908607,0
1440908607,0
1440908607,0
1440908607,0
1440908607,0
1440908607,0
1440908607,0
1440908608,0
1440908616,0
1440908616,0
1440908616,0
1440908616,0
1440908616,0
1440908616,0
1440908616,0
1440908616,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908625,0
1440908634,0
1440908634,0
1440908634,1/80
1440908634,1/80
1440908634,1/80
1440908634,1/80
1440908634,1/80
1440908634,1/80
1440908634,1/80
1440908642,1/80
1440908642,1/80
1440908642,13/1263
1440908642,13/1263
1440908642,13/1263
1440908642,13/1263
1440908642,13/1263
1440908642,13/1263
1440908643,13/1263
1440908651,13/1263
1440908651,13/1263
1440908651,0
1440908651,0
1440908651,0
1440908651,0
1440908651,0
1440908651,0
1440908652,0
1440908660,0
1440908660,0
1440908660,0
1440908660,0
1440908660,0
1440908660,0
1440908660,0
1440908660,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908669,0
1440908678,0
1440908678,0
1440908678,32/1809
1440908678,32/1809
1440908678,32/1809
1440908678,32/1809
1440908678,32/1809
1440908678,32/1809
1440908678,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,32/1809
1440908687,0
1440908687,0
1440908695,0
1440908695,0
1440908695,3/274
1440908695,3/274
1440908695,3/274
1440908695,3/274
1440908695,3/274
1440908695,3/274
1440908696,3/274
1440908704,3/274
1440908704,3/274
1440908704,0
1440908704,0
1440908704,0
1440908704,0
1440908704,0
1440908704,0
1440908705,0
1440908713,0
1440908713,0
1440908713,20/1129
1440908713,20/1129
1440908713,20/1129
1440908713,20/1129
1440908713,20/1129
1440908713,20/1129
1440908714,20/1129
1440908722,20/1129
1440908722,20/1129
1440908722,2/187
1440908722,2/187
1440908722,2/187
1440908722,2/187
1440908722,2/187
1440908722,2/187
1440908731,2/187
1440908731,2/187
1440908731,0
1440908731,0
1440908731,0
1440908731,0
1440908731,0
1440908731,0
1440908731,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908740,0
1440908748,0
1440908748,0
1440908748,0
1440908748,0
1440908748,0
1440908748,0
1440908748,0
1440908748,0
1440908749,0
1440908757,0
1440908757,0
1440908757,9/296
1440908757,9/296
1440908757,9/296
1440908757,9/296
1440908757,9/296
1440908757,9/296
1440908758,9/296
1440908766,9/296
1440908766,9/296
1440908766,0
1440908766,0
1440908766,0
1440908766,0
1440908766,0
1440908766,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908775,0
1440908784,0
1440908784,0
1440908784,5/376
1440908784,5/376
1440908784,5/376
1440908784,5/376
1440908784,5/376
1440908784,5/376
1440908784,5/376
1440908793,5/376
1440908793,5/376
1440908793,28/1389
1440908793,28/1389
1440908793,28/1389
1440908793,28/1389
1440908793,28/1389
1440908793,28/1389
1440908793,28/1389
1440908801,28/1389
1440908801,28/1389
1440908801,0
1440908801,0
1440908801,0
1440908801,0
1440908801,0
1440908801,0
1440908802,0
1440908810,0
1440908810,0
1440908810,12/457
1440908810,12/457
1440908810,12/457
1440908810,12/457
1440908810,12/457
1440908810,12/457
1440908819,12/457
1440908819,12/457
1440908819,0
1440908819,0
1440908819,0
1440908819,0
1440908819,0
1440908819,0
