t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1440884929,1,0.000381,0.000000,0.000032,0.010883,events/second
1440884930,1,0.000381,0.000000,0.000032,0.010883,events/second
1440884931,1,0.000381,0.000000,0.000032,0.010883,events/second
1440884932,1,0.000380,0.000000,0.000032,0.010883,events/second
1440884933,1,0.000380,0.000000,0.000032,0.010883,events/second
1440884934,1,0.000380,0.000000,0.000032,0.010823,events/second
1440884935,1,0.000380,0.000000,0.000032,0.010823,events/second
1440884936,1,0.000380,0.000000,0.000032,0.010823,events/second
1440884937,1,0.000380,0.000000,0.000032,0.010823,events/second
1440884938,1,0.000380,0.000000,0.000032,0.010823,events/second
1440884939,1,0.000379,0.000000,0.000031,0.010763,events/second
1440884940,1,0.000379,0.000000,0.000031,0.010763,events/second
1440884941,1,0.000379,0.000000,0.000031,0.010763,events/second
1440884942,1,0.000379,0.000000,0.000031,0.010763,events/second
1440884943,1,0.000379,0.000000,0.000031,0.010763,events/second
1440884944,1,0.000379,0.000000,0.000031,0.010703,events/second
1440884945,1,0.000379,0.000000,0.000031,0.010703,events/second
1440884946,1,0.000378,0.000000,0.000031,0.010703,events/second
1440884947,1,0.000378,0.000000,0.000031,0.010703,events/second
1440884948,1,0.000378,0.000000,0.000031,0.010703,events/second
1440884949,1,0.000378,0.000000,0.000030,0.010644,events/second
1440884950,1,0.000378,0.000000,0.000030,0.010644,events/second
1440884951,1,0.000378,0.000000,0.000030,0.010644,events/second
1440884952,1,0.000378,0.000000,0.000030,0.010644,events/second
1440884953,1,0.000377,0.000000,0.000030,0.010644,events/second
1440884954,1,0.000377,0.000000,0.000030,0.010585,events/second
1440884955,1,0.000377,0.000000,0.000030,0.010585,events/second
1440884956,1,0.000377,0.000000,0.000030,0.010585,events/second
1440884957,1,0.000377,0.000000,0.000030,0.010585,events/second
1440884958,1,0.000377,0.000000,0.000030,0.010585,events/second
1440884959,1,0.000377,0.000000,0.000029,0.010526,events/second
1440884960,1,0.000376,0.000000,0.000029,0.010526,events/second
1440884961,1,0.000376,0.000000,0.000029,0.010526,events/second
1440884962,1,0.000376,0.000000,0.000029,0.010526,events/second
1440884963,1,0.000376,0.000000,0.000029,0.010526,events/second
1440884964,1,0.000376,0.000000,0.000029,0.010468,events/second
1440884965,1,0.000376,0.000000,0.000029,0.010468,events/second
1440884966,1,0.000376,0.000000,0.000029,0.010468,events/second
1440884967,1,0.000375,0.000000,0.000029,0.010468,events/second
1440884968,1,0.000375,0.000000,0.000029,0.010468,events/second
1440884969,1,0.000375,0.000000,0.000028,0.010410,events/second
1440884970,1,0.000375,0.000000,0.000028,0.010410,events/second
1440884971,1,0.000375,0.000000,0.000028,0.010410,events/second
1440884972,1,0.000375,0.000000,0.000028,0.010410,events/second
1440884973,1,0.000375,0.000000,0.000028,0.010410,events/second
1440884974,1,0.000375,0.000000,0.000028,0.010352,events/second
1440884975,1,0.000374,0.000000,0.000028,0.010352,events/second
1440884976,1,0.000374,0.000000,0.000028,0.010352,events/second
1440884977,1,0.000374,0.000000,0.000028,0.010352,events/second
1440884978,1,0.000374,0.000000,0.000028,0.010352,events/second
1440884979,1,0.000374,0.000000,0.000027,0.010295,events/second
1440884980,1,0.000374,0.000000,0.000027,0.010295,events/second
1440884981,1,0.000374,0.000000,0.000027,0.010295,events/second
1440884982,1,0.000373,0.000000,0.000027,0.010295,events/second
1440884983,1,0.000373,0.000000,0.000027,0.010295,events/second
1440884984,1,0.000373,0.000000,0.000027,0.010238,events/second
1440884985,1,0.000373,0.000000,0.000027,0.010238,events/second
1440884986,1,0.000373,0.000000,0.000027,0.010238,events/second
1440884987,1,0.000373,0.000000,0.000027,0.010238,events/second
1440884988,1,0.000373,0.000000,0.000027,0.010238,events/second
1440884989,1,0.000372,0.000000,0.000026,0.010181,events/second
1440884990,1,0.000372,0.000000,0.000026,0.010181,events/second
1440884991,1,0.000372,0.000000,0.000026,0.010181,events/second
1440884992,1,0.000372,0.000000,0.000026,0.010181,events/second
1440884993,1,0.000372,0.000000,0.000026,0.010181,events/second
1440884994,1,0.000372,0.000000,0.000026,0.010125,events/second
1440884995,1,0.000372,0.000000,0.000026,0.010125,events/second
1440884996,1,0.000371,0.000000,0.000026,0.010125,events/second
1440884997,1,0.000371,0.000000,0.000026,0.010125,events/second
1440884998,1,0.000371,0.000000,0.000026,0.010125,events/second
1440884999,1,0.000371,0.000000,0.000026,0.010069,events/second
1440885000,1,0.000371,0.000000,0.000026,0.010069,events/second
1440885001,1,0.000371,0.000000,0.000026,0.010069,events/second
1440885002,1,0.000371,0.000000,0.000026,0.010069,events/second
1440885003,1,0.000370,0.000000,0.000026,0.010069,events/second
1440885004,1,0.000370,0.000000,0.000025,0.010013,events/second
1440885005,1,0.000370,0.000000,0.000025,0.010013,events/second
1440885006,1,0.000370,0.000000,0.000025,0.010013,events/second
1440885007,1,0.000370,0.000000,0.000025,0.010013,events/second
1440885008,1,0.000370,0.000000,0.000025,0.010013,events/second
1440885009,1,0.000370,0.000000,0.000025,0.009957,events/second
1440885010,1,0.000370,0.000000,0.000025,0.009957,events/second
1440885011,1,0.000369,0.000000,0.000025,0.009957,events/second
1440885012,1,0.000369,0.000000,0.000025,0.009957,events/second
1440885013,1,0.000369,0.000000,0.000025,0.009957,events/second
1440885014,1,0.000369,0.000000,0.000024,0.009902,events/second
1440885015,1,0.000369,0.000000,0.000024,0.009902,events/second
1440885016,1,0.000369,0.000000,0.000024,0.009902,events/second
1440885017,1,0.000369,0.000000,0.000024,0.009902,events/second
1440885018,1,0.000368,0.000000,0.000024,0.009902,events/second
1440885019,1,0.000368,0.000000,0.000024,0.009847,events/second
1440885020,1,0.000368,0.000000,0.000024,0.009847,events/second
1440885021,1,0.000368,0.000000,0.000024,0.009847,events/second
1440885022,1,0.000368,0.000000,0.000024,0.009847,events/second
1440885023,1,0.000368,0.000000,0.000024,0.009847,events/second
1440885024,1,0.000368,0.000000,0.000023,0.009793,events/second
1440885025,1,0.000367,0.000000,0.000023,0.009793,events/second
1440885026,1,0.000367,0.000000,0.000023,0.009793,events/second
1440885027,1,0.000367,0.000000,0.000023,0.009793,events/second
1440885028,1,0.000367,0.000000,0.000023,0.009793,events/second
1440885029,1,0.000367,0.000000,0.000023,0.009739,events/second
1440885030,1,0.000367,0.000000,0.000023,0.009739,events/second
1440885031,1,0.000367,0.000000,0.000023,0.009739,events/second
1440885032,1,0.000367,0.000000,0.000023,0.009739,events/second
1440885033,1,0.000366,0.000000,0.000023,0.009739,events/second
1440885034,1,0.000366,0.000000,0.000023,0.009685,events/second
1440885035,1,0.000366,0.000000,0.000023,0.009685,events/second
1440885036,1,0.000366,0.000000,0.000023,0.009685,events/second
1440885037,1,0.000366,0.000000,0.000023,0.009685,events/second
1440885038,1,0.000366,0.000000,0.000023,0.009685,events/second
1440885039,1,0.000366,0.000000,0.000022,0.009631,events/second
1440885040,1,0.000365,0.000000,0.000022,0.009631,events/second
1440885041,1,0.000365,0.000000,0.000022,0.009631,events/second
1440885042,1,0.000365,0.000000,0.000022,0.009631,events/second
1440885043,1,0.000365,0.000000,0.000022,0.009631,events/second
1440885044,1,0.000365,0.000000,0.000022,0.009578,events/second
1440885045,1,0.000365,0.000000,0.000022,0.009578,events/second
1440885046,1,0.000365,0.000000,0.000022,0.009578,events/second
1440885047,1,0.000365,0.000000,0.000022,0.009578,events/second
1440885048,1,0.000364,0.000000,0.000022,0.009578,events/second
1440885049,1,0.000364,0.000000,0.000022,0.009525,events/second
1440885050,1,0.000364,0.000000,0.000022,0.009525,events/second
1440885051,1,0.000364,0.000000,0.000022,0.009525,events/second
1440885052,1,0.000364,0.000000,0.000022,0.009525,events/second
1440885053,1,0.000364,0.000000,0.000022,0.009525,events/second
1440885054,1,0.000364,0.000000,0.000021,0.009472,events/second
1440885055,1,0.000363,0.000000,0.000021,0.009472,events/second
1440885056,1,0.000363,0.000000,0.000021,0.009472,events/second
1440885057,1,0.000363,0.000000,0.000021,0.009472,events/second
1440885058,1,0.000363,0.000000,0.000021,0.009472,events/second
1440885059,1,0.000363,0.000000,0.000021,0.009419,events/second
1440885060,1,0.000363,0.000000,0.000021,0.009419,events/second
1440885061,1,0.000363,0.000000,0.000021,0.009419,events/second
1440885062,1,0.000363,0.000000,0.000021,0.009419,events/second
1440885063,1,0.000362,0.000000,0.000021,0.009419,events/second
1440885064,1,0.000362,0.000000,0.000021,0.009367,events/second
1440885065,1,0.000362,0.000000,0.000021,0.009367,events/second
1440885066,1,0.000362,0.000000,0.000021,0.009367,events/second
1440885067,1,0.000362,0.000000,0.000021,0.009367,events/second
1440885068,1,0.000362,0.000000,0.000021,0.009367,events/second
1440885069,1,0.000362,0.000000,0.000020,0.009315,events/second
1440885070,1,0.000362,0.000000,0.000020,0.009315,events/second
1440885071,1,0.000361,0.000000,0.000020,0.009315,events/second
1440885072,1,0.000361,0.000000,0.000020,0.009315,events/second
1440885073,1,0.000361,0.000000,0.000020,0.009315,events/second
1440885074,1,0.000361,0.000000,0.000020,0.009264,events/second
1440885075,1,0.000361,0.000000,0.000020,0.009264,events/second
1440885076,1,0.000361,0.000000,0.000020,0.009264,events/second
1440885077,1,0.000361,0.000000,0.000020,0.009264,events/second
1440885078,1,0.000360,0.000000,0.000020,0.009264,events/second
1440885079,1,0.000360,0.000000,0.000020,0.009212,events/second
1440885080,1,0.000360,0.000000,0.000020,0.009212,events/second
1440885081,1,0.000360,0.000000,0.000020,0.009212,events/second
1440885082,1,0.000360,0.000000,0.000020,0.009212,events/second
1440885083,1,0.000360,0.000000,0.000020,0.009212,events/second
1440885084,1,0.000360,0.000000,0.000019,0.009161,events/second
1440885085,1,0.000360,0.000000,0.000019,0.009161,events/second
1440885086,1,0.000359,0.000000,0.000019,0.009161,events/second
1440885087,1,0.000359,0.000000,0.000019,0.009161,events/second
1440885088,1,0.000359,0.000000,0.000019,0.009161,events/second
1440885089,1,0.000359,0.000000,0.000019,0.009111,events/second
1440885090,1,0.000359,0.000000,0.000019,0.009111,events/second
1440885091,1,0.000359,0.000000,0.000019,0.009111,events/second
1440885092,1,0.000359,0.000000,0.000019,0.009111,events/second
1440885093,1,0.000359,0.000000,0.000019,0.009111,events/second
1440885094,1,0.000358,0.000000,0.000019,0.009060,events/second
1440885095,1,0.000358,0.000000,0.000019,0.009060,events/second
1440885096,1,0.000358,0.000000,0.000019,0.009060,events/second
1440885097,1,0.000358,0.000000,0.000019,0.009060,events/second
1440885098,1,0.000358,0.000000,0.000019,0.009060,events/second
1440885099,1,0.000358,0.000000,0.000018,0.009010,events/second
1440885100,1,0.000358,0.000000,0.000018,0.009010,events/second
1440885101,1,0.000357,0.000000,0.000018,0.009010,events/second
1440885102,1,0.000357,0.000000,0.000018,0.009010,events/second
1440885103,1,0.000357,0.000000,0.000018,0.009010,events/second
1440885104,1,0.000357,0.000000,0.000018,0.008960,events/second
1440885105,1,0.000357,0.000000,0.000018,0.008960,events/second
1440885106,1,0.000357,0.000000,0.000018,0.008960,events/second
1440885107,1,0.000357,0.000000,0.000018,0.008960,events/second
1440885108,1,0.000357,0.000000,0.000018,0.008960,events/second
1440885109,1,0.000356,0.000000,0.000018,0.008910,events/second
1440885110,1,0.000356,0.000000,0.000018,0.008910,events/second
1440885111,1,0.000356,0.000000,0.000018,0.008910,events/second
1440885112,1,0.000356,0.000000,0.000018,0.008910,events/second
1440885113,1,0.000356,0.000000,0.000018,0.008910,events/second
1440885114,1,0.000356,0.000000,0.000017,0.008861,events/second
1440885115,1,0.000356,0.000000,0.000017,0.008861,events/second
1440885116,1,0.000356,0.000000,0.000017,0.008861,events/second
1440885117,1,0.000355,0.000000,0.000017,0.008861,events/second
1440885118,1,0.000355,0.000000,0.000017,0.008861,events/second
1440885119,1,0.000355,0.000000,0.000017,0.008812,events/second
1440885120,1,0.000355,0.000000,0.000017,0.008812,events/second
1440885121,1,0.000355,0.000000,0.000017,0.008812,events/second
1440885122,1,0.000355,0.000000,0.000017,0.008812,events/second
1440885123,1,0.000355,0.000000,0.000017,0.008812,events/second
1440885124,1,0.000355,0.000000,0.000017,0.008763,events/second
1440885125,1,0.000354,0.000000,0.000017,0.008763,events/second
1440885126,1,0.000354,0.000000,0.000017,0.008763,events/second
1440885127,1,0.000354,0.000000,0.000017,0.008763,events/second
1440885128,1,0.000354,0.000000,0.000017,0.008763,events/second
1440885129,1,0.000354,0.000000,0.000017,0.008714,events/second
1440885130,1,0.000354,0.000000,0.000017,0.008714,events/second
1440885131,1,0.000354,0.000000,0.000017,0.008714,events/second
1440885132,1,0.000354,0.000000,0.000017,0.008714,events/second
1440885133,1,0.000353,0.000000,0.000017,0.008714,events/second
1440885134,1,0.000353,0.000000,0.000016,0.008666,events/second
1440885135,1,0.000353,0.000000,0.000016,0.008666,events/second
1440885136,1,0.000353,0.000000,0.000016,0.008666,events/second
1440885137,1,0.000353,0.000000,0.000016,0.008666,events/second
1440885138,1,0.000353,0.000000,0.000016,0.008666,events/second
1440885139,1,0.000353,0.000000,0.000016,0.008618,events/second
1440885140,1,0.000353,0.000000,0.000016,0.008618,events/second
1440885141,1,0.000352,0.000000,0.000016,0.008618,events/second
1440885142,1,0.000352,0.000000,0.000016,0.008618,events/second
1440885143,1,0.000352,0.000000,0.000016,0.008618,events/second
1440885144,1,0.000352,0.000000,0.000016,0.008570,events/second
1440885145,1,0.000352,0.000000,0.000016,0.008570,events/second
1440885146,1,0.000352,0.000000,0.000016,0.008570,events/second
1440885147,1,0.000352,0.000000,0.000016,0.008570,events/second
1440885148,1,0.000352,0.000000,0.000016,0.008570,events/second
1440885149,1,0.000351,0.000000,0.000015,0.008523,events/second
1440885150,1,0.000351,0.000000,0.000015,0.008523,events/second
1440885151,1,0.000351,0.000000,0.000015,0.008523,events/second
1440885152,1,0.000351,0.000000,0.000015,0.008523,events/second
1440885153,1,0.000351,0.000000,0.000015,0.008523,events/second
1440885154,1,0.000351,0.000000,0.000015,0.008476,events/second
1440885155,1,0.000351,0.000000,0.000015,0.008476,events/second
1440885156,1,0.000351,0.000000,0.000015,0.008476,events/second
1440885157,1,0.000350,0.000000,0.000015,0.008476,events/second
1440885158,1,0.000350,0.000000,0.000015,0.008476,events/second
1440885159,1,0.000350,0.000000,0.000015,0.008429,events/second
1440885160,1,0.000350,0.000000,0.000015,0.008429,events/second
1440885161,1,0.000350,0.000000,0.000015,0.008429,events/second
1440885162,1,0.000350,0.000000,0.000015,0.008429,events/second
1440885163,1,0.000350,0.000000,0.000015,0.008429,events/second
1440885164,1,0.000350,0.000000,0.000015,0.008382,events/second
1440885165,1,0.000350,0.000000,0.000015,0.008382,events/second
1440885166,1,0.000349,0.000000,0.000015,0.008382,events/second
1440885167,1,0.000349,0.000000,0.000015,0.008382,events/second
1440885168,1,0.000349,0.000000,0.000015,0.008382,events/second
1440885169,1,0.000349,0.000000,0.000014,0.008336,events/second
1440885170,1,0.000349,0.000000,0.000014,0.008336,events/second
1440885171,1,0.000349,0.000000,0.000014,0.008336,events/second
1440885172,1,0.000349,0.000000,0.000014,0.008336,events/second
1440885173,1,0.000349,0.000000,0.000014,0.008336,events/second
1440885174,1,0.000348,0.000000,0.000014,0.008289,events/second
1440885175,1,0.000348,0.000000,0.000014,0.008289,events/second
1440885176,1,0.000348,0.000000,0.000014,0.008289,events/second
1440885177,1,0.000348,0.000000,0.000014,0.008289,events/second
1440885178,1,0.000348,0.000000,0.000014,0.008289,events/second
1440885179,1,0.000348,0.000000,0.000014,0.008244,events/second
1440885180,1,0.000348,0.000000,0.000014,0.008244,events/second
1440885181,1,0.000348,0.000000,0.000014,0.008244,events/second
1440885182,1,0.000347,0.000000,0.000014,0.008244,events/second
1440885183,1,0.000347,0.000000,0.000014,0.008244,events/second
1440885184,1,0.000347,0.000000,0.000014,0.008198,events/second
1440885185,1,0.000347,0.000000,0.000014,0.008198,events/second
1440885186,1,0.000347,0.000000,0.000014,0.008198,events/second
1440885187,1,0.000347,0.000000,0.000014,0.008198,events/second
1440885188,1,0.000347,0.000000,0.000014,0.008198,events/second
1440885189,1,0.000347,0.000000,0.000014,0.008152,events/second
1440885190,1,0.000346,0.000000,0.000014,0.008152,events/second
1440885191,1,0.000346,0.000000,0.000014,0.008152,events/second
1440885192,1,0.000346,0.000000,0.000014,0.008152,events/second
1440885193,1,0.000346,0.000000,0.000014,0.008152,events/second
1440885194,1,0.000346,0.000000,0.000013,0.008107,events/second
1440885195,1,0.000346,0.000000,0.000013,0.008107,events/second
1440885196,1,0.000346,0.000000,0.000013,0.008107,events/second
1440885197,1,0.000346,0.000000,0.000013,0.008107,events/second
1440885198,1,0.000346,0.000000,0.000013,0.008107,events/second
1440885199,1,0.000345,0.000000,0.000013,0.008062,events/second
1440885200,1,0.000345,0.000000,0.000013,0.008062,events/second
1440885201,1,0.000345,0.000000,0.000013,0.008062,events/second
1440885202,1,0.000345,0.000000,0.000013,0.008062,events/second
1440885203,1,0.000345,0.000000,0.000013,0.008062,events/second
1440885204,1,0.000345,0.000000,0.000013,0.008018,events/second
1440885205,1,0.000345,0.000000,0.000013,0.008018,events/second
1440885206,1,0.000345,0.000000,0.000013,0.008018,events/second
1440885207,1,0.000344,0.000000,0.000013,0.008018,events/second
1440885208,1,0.000344,0.000000,0.000013,0.008018,events/second
1440885209,1,0.000344,0.000000,0.000013,0.007973,events/second
1440885210,1,0.000344,0.000000,0.000013,0.007973,events/second
1440885211,1,0.000344,0.000000,0.000013,0.007973,events/second
1440885212,1,0.000344,0.000000,0.000013,0.007973,events/second
1440885213,1,0.000344,0.000000,0.000013,0.007973,events/second
1440885214,1,0.000344,0.000000,0.000012,0.007929,events/second
1440885215,1,0.000343,0.000000,0.000012,0.007929,events/second
1440885216,1,0.000343,0.000000,0.000012,0.007929,events/second
1440885217,1,0.000343,0.000000,0.000012,0.007929,events/second
1440885218,1,0.000343,0.000000,0.000012,0.007929,events/second
1440885219,1,0.000343,0.000000,0.000012,0.007885,events/second
1440885220,1,0.000343,0.000000,0.000012,0.007885,events/second
1440885221,1,0.000343,0.000000,0.000012,0.007885,events/second
1440885222,1,0.000343,0.000000,0.000012,0.007885,events/second
1440885223,1,0.000343,0.000000,0.000012,0.007885,events/second
1440885224,1,0.000342,0.000000,0.000012,0.007841,events/second
1440885225,1,0.000342,0.000000,0.000012,0.007841,events/second
1440885226,1,0.000342,0.000000,0.000012,0.007841,events/second
1440885227,1,0.000342,0.000000,0.000012,0.007841,events/second
1440885228,1,0.000342,0.000000,0.000012,0.007841,events/second
1440885229,1,0.000342,0.000000,0.000012,0.007798,events/second
1440885230,1,0.000342,0.000000,0.000012,0.007798,events/second
1440885231,1,0.000342,0.000000,0.000012,0.007798,events/second
1440885232,1,0.000342,0.000000,0.000012,0.007798,events/second
1440885233,1,0.000341,0.000000,0.000012,0.007798,events/second
1440885234,1,0.000341,0.000000,0.000012,0.007755,events/second
1440885235,1,0.000341,0.000000,0.000012,0.007755,events/second
1440885236,1,0.000341,0.000000,0.000012,0.007755,events/second
1440885237,1,0.000341,0.000000,0.000012,0.007755,events/second
1440885238,1,0.000341,0.000000,0.000012,0.007755,events/second
1440885239,1,0.000341,0.000000,0.000011,0.007712,events/second
1440885240,1,0.000341,0.000000,0.000011,0.007712,events/second
1440885241,1,0.000340,0.000000,0.000011,0.007712,events/second
1440885242,1,0.000340,0.000000,0.000011,0.007712,events/second
1440885243,1,0.000340,0.000000,0.000011,0.007712,events/second
1440885244,1,0.000340,0.000000,0.000011,0.007669,events/second
1440885245,1,0.000340,0.000000,0.000011,0.007669,events/second
1440885246,1,0.000340,0.000000,0.000011,0.007669,events/second
1440885247,1,0.000340,0.000000,0.000011,0.007669,events/second
1440885248,1,0.000340,0.000000,0.000011,0.007669,events/second
1440885249,1,0.000340,0.000000,0.000011,0.007627,events/second
1440885250,1,0.000339,0.000000,0.000011,0.007627,events/second
1440885251,1,0.000339,0.000000,0.000011,0.007627,events/second
1440885252,1,0.000339,0.000000,0.000011,0.007627,events/second
1440885253,1,0.000339,0.000000,0.000011,0.007627,events/second
1440885254,1,0.000339,0.000000,0.000011,0.007584,events/second
1440885255,1,0.000339,0.000000,0.000011,0.007584,events/second
1440885256,1,0.000339,0.000000,0.000011,0.007584,events/second
1440885257,1,0.000339,0.000000,0.000011,0.007584,events/second
1440885258,1,0.000338,0.000000,0.000011,0.007584,events/second
1440885259,1,0.000338,0.000000,0.000011,0.007542,events/second
1440885260,1,0.000338,0.000000,0.000011,0.007542,events/second
1440885261,1,0.000338,0.000000,0.000011,0.007542,events/second
1440885262,1,0.000338,0.000000,0.000011,0.007542,events/second
1440885263,1,0.000338,0.000000,0.000011,0.007542,events/second
1440885264,1,0.000338,0.000000,0.000011,0.007501,events/second
1440885265,1,0.000338,0.000000,0.000011,0.007501,events/second
1440885266,1,0.000338,0.000000,0.000011,0.007501,events/second
1440885267,1,0.000337,0.000000,0.000011,0.007501,events/second
1440885268,1,0.000337,0.000000,0.000011,0.007501,events/second
1440885269,1,0.000337,0.000000,0.000010,0.007459,events/second
1440885270,1,0.000337,0.000000,0.000010,0.007459,events/second
1440885271,1,0.000337,0.000000,0.000010,0.007459,events/second
1440885272,1,0.000337,0.000000,0.000010,0.007459,events/second
1440885273,1,0.000337,0.000000,0.000010,0.007459,events/second
1440885274,1,0.000337,0.000000,0.000010,0.007418,events/second
1440885275,1,0.000337,0.000000,0.000010,0.007418,events/second
1440885276,1,0.000336,0.000000,0.000010,0.007418,events/second
1440885277,1,0.000336,0.000000,0.000010,0.007418,events/second
1440885278,1,0.000336,0.000000,0.000010,0.007418,events/second
1440885279,1,0.000336,0.000000,0.000010,0.007377,events/second
1440885280,1,0.000336,0.000000,0.000010,0.007377,events/second
1440885281,1,0.000336,0.000000,0.000010,0.007377,events/second
1440885282,1,0.000336,0.000000,0.000010,0.007377,events/second
1440885283,1,0.000336,0.000000,0.000010,0.007377,events/second
1440885284,1,0.000336,0.000000,0.000010,0.007336,events/second
1440885285,1,0.000335,0.000000,0.000010,0.007336,events/second
1440885286,1,0.000335,0.000000,0.000010,0.007336,events/second
1440885287,1,0.000335,0.000000,0.000010,0.007336,events/second
1440885288,1,0.000335,0.000000,0.000010,0.007336,events/second
1440885289,1,0.000335,0.000000,0.000010,0.007295,events/second
1440885290,1,0.000335,0.000000,0.000010,0.007295,events/second
1440885291,1,0.000335,0.000000,0.000010,0.007295,events/second
1440885292,1,0.000335,0.000000,0.000010,0.007295,events/second
1440885293,1,0.000335,0.000000,0.000010,0.007295,events/second
1440885294,1,0.000334,0.000000,0.000010,0.007255,events/second
1440885295,1,0.000334,0.000000,0.000010,0.007255,events/second
1440885296,1,0.000334,0.000000,0.000010,0.007255,events/second
1440885297,1,0.000334,0.000000,0.000010,0.007255,events/second
1440885298,1,0.000334,0.000000,0.000010,0.007255,events/second
1440885299,1,0.000334,0.000000,0.000009,0.007215,events/second
1440885300,1,0.000334,0.000000,0.000009,0.007215,events/second
1440885301,1,0.000334,0.000000,0.000009,0.007215,events/second
1440885302,1,0.000334,0.000000,0.000009,0.007215,events/second
1440885303,1,0.000333,0.000000,0.000009,0.007215,events/second
1440885304,1,0.000333,0.000000,0.000009,0.007175,events/second
1440885305,1,0.000333,0.000000,0.000009,0.007175,events/second
1440885306,1,0.000333,0.000000,0.000009,0.007175,events/second
1440885307,1,0.000333,0.000000,0.000009,0.007175,events/second
1440885308,1,0.000333,0.000000,0.000009,0.007175,events/second
1440885309,1,0.000333,0.000000,0.000009,0.007135,events/second
1440885310,1,0.000333,0.000000,0.000009,0.007135,events/second
1440885311,1,0.000333,0.000000,0.000009,0.007135,events/second
1440885312,1,0.000332,0.000000,0.000009,0.007135,events/second
1440885313,1,0.000332,0.000000,0.000009,0.007135,events/second
1440885314,1,0.000332,0.000000,0.000009,0.007095,events/second
1440885315,1,0.000332,0.000000,0.000009,0.007095,events/second
1440885316,1,0.000332,0.000000,0.000009,0.007095,events/second
1440885317,1,0.000332,0.000000,0.000009,0.007095,events/second
1440885318,1,0.000332,0.000000,0.000009,0.007095,events/second
1440885319,1,0.000332,0.000000,0.000009,0.007056,events/second
1440885320,1,0.000332,0.000000,0.000009,0.007056,events/second
1440885321,1,0.000331,0.000000,0.000009,0.007056,events/second
1440885322,1,0.000331,0.000000,0.000009,0.007056,events/second
1440885323,1,0.000331,0.000000,0.000009,0.007056,events/second
1440885324,1,0.000331,0.000000,0.000009,0.007017,events/second
1440885325,1,0.000331,0.000000,0.000009,0.007017,events/second
1440885326,1,0.000331,0.000000,0.000009,0.007017,events/second
1440885327,1,0.000331,0.000000,0.000009,0.007017,events/second
1440885328,1,0.000331,0.000000,0.000009,0.007017,events/second
1440885329,1,0.000331,0.000000,0.000008,0.006978,events/second
1440885330,1,0.000330,0.000000,0.000008,0.006978,events/second
1440885331,1,0.000330,0.000000,0.000008,0.006978,events/second
1440885332,1,0.000330,0.000000,0.000008,0.006978,events/second
1440885333,1,0.000330,0.000000,0.000008,0.006978,events/second
1440885334,1,0.000330,0.000000,0.000008,0.006939,events/second
1440885335,1,0.000330,0.000000,0.000008,0.006939,events/second
1440885336,1,0.000330,0.000000,0.000008,0.006939,events/second
1440885337,1,0.000330,0.000000,0.000008,0.006939,events/second
1440885338,1,0.000330,0.000000,0.000008,0.006939,events/second
1440885343,1,0.000329,0.000000,0.000008,0.006901,events/second
1440885343,1,0.000329,0.000000,0.000008,0.006901,events/second
1440885343,1,0.000329,0.000000,0.000008,0.006901,events/second
1440885343,1,0.000329,0.000000,0.000008,0.006901,events/second
1440885343,1,0.000329,0.000000,0.000008,0.006901,events/second
1440885344,1,0.000329,0.000000,0.000008,0.006863,events/second
1440885345,1,0.000329,0.000000,0.000008,0.006863,events/second
1440885346,1,0.000329,0.000000,0.000008,0.006863,events/second
1440885347,1,0.000329,0.000000,0.000008,0.006863,events/second
1440885348,1,0.000328,0.000000,0.000008,0.006863,events/second
1440885349,1,0.000328,0.000000,0.000008,0.006825,events/second
1440885350,1,0.000328,0.000000,0.000008,0.006825,events/second
1440885351,1,0.000328,0.000000,0.000008,0.006825,events/second
1440885352,1,0.000328,0.000000,0.000008,0.006825,events/second
1440885353,1,0.000328,0.000000,0.000008,0.006825,events/second
1440885354,1,0.000328,0.000000,0.000008,0.006787,events/second
1440885355,1,0.000328,0.000000,0.000008,0.006787,events/second
1440885356,1,0.000328,0.000000,0.000008,0.006787,events/second
1440885357,1,0.000328,0.000000,0.000008,0.006787,events/second
1440885358,1,0.000327,0.000000,0.000008,0.006787,events/second
1440885359,1,0.000327,0.000000,0.000008,0.006749,events/second
1440885360,1,0.000327,0.000000,0.000008,0.006749,events/second
1440885361,1,0.000327,0.000000,0.000008,0.006749,events/second
1440885362,1,0.000327,0.000000,0.000008,0.006749,events/second
1440885363,1,0.000327,0.000000,0.000008,0.006749,events/second
1440885364,1,0.000327,0.000000,0.000008,0.006712,events/second
1440885365,1,0.000327,0.000000,0.000008,0.006712,events/second
1440885366,1,0.000327,0.000000,0.000008,0.006712,events/second
1440885367,1,0.000326,0.000000,0.000008,0.006712,events/second
1440885368,1,0.000326,0.000000,0.000008,0.006712,events/second
1440885369,1,0.000326,0.000000,0.000007,0.006675,events/second
1440885370,1,0.000326,0.000000,0.000007,0.006675,events/second
1440885371,1,0.000326,0.000000,0.000007,0.006675,events/second
1440885372,1,0.000326,0.000000,0.000007,0.006675,events/second
1440885373,1,0.000326,0.000000,0.000007,0.006675,events/second
1440885374,1,0.000326,0.000000,0.000007,0.006638,events/second
1440885375,1,0.000326,0.000000,0.000007,0.006638,events/second
1440885376,1,0.000325,0.000000,0.000007,0.006638,events/second
1440885377,1,0.000325,0.000000,0.000007,0.006638,events/second
1440885378,1,0.000325,0.000000,0.000007,0.006638,events/second
