t,count,mean_rate,m1_rate,m5_rate,m15_rate,rate_unit
1440895855,3,0.000221,0.000000,0.000002,0.000098,events/second
1440895855,3,0.000221,0.000000,0.000002,0.000098,events/second
1440895856,3,0.000221,0.000000,0.000002,0.000098,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895864,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895865,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895866,3,0.000221,0.000000,0.000002,0.000097,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895874,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895875,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000096,events/second
1440895883,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895884,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895885,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895892,3,0.000221,0.000000,0.000002,0.000095,events/second
1440895893,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895894,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895902,3,0.000221,0.000000,0.000002,0.000094,events/second
1440895903,3,0.000221,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895911,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895912,3,0.000220,0.000000,0.000002,0.000093,events/second
1440895913,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895920,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895920,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895921,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895922,3,0.000220,0.000000,0.000002,0.000092,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895930,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895931,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895932,3,0.000220,0.000000,0.000002,0.000091,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895939,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895940,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895941,3,0.000220,0.000000,0.000002,0.000090,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895949,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895950,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895951,3,0.000220,0.000000,0.000002,0.000089,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895958,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895959,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895960,3,0.000220,0.000000,0.000002,0.000088,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895968,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895969,3,0.000220,0.000000,0.000002,0.000087,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895977,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895978,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895979,3,0.000219,0.000000,0.000002,0.000086,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895987,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895988,3,0.000219,0.000000,0.000001,0.000085,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895996,3,0.000219,0.000000,0.000001,0.000084,events/second
1440895997,3,0.000219,0.000000,0.000001,0.000084,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896005,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896006,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896007,3,0.000219,0.000000,0.000001,0.000083,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896015,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896016,3,0.000219,0.000000,0.000001,0.000082,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896024,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896025,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896026,3,0.000219,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896033,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896034,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896035,3,0.000218,0.000000,0.000001,0.000081,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896043,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896044,3,0.000218,0.000000,0.000001,0.000080,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896052,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896053,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896054,3,0.000218,0.000000,0.000001,0.000079,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896062,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896063,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896071,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896072,3,0.000218,0.000000,0.000001,0.000078,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896080,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896081,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896082,3,0.000218,0.000000,0.000001,0.000077,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896089,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896090,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896091,3,0.000218,0.000000,0.000001,0.000076,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896099,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896100,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896101,3,0.000217,0.000000,0.000001,0.000075,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896109,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896110,3,0.000217,0.000000,0.000001,0.000074,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896118,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896119,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896120,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896127,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896128,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896129,3,0.000217,0.000000,0.000001,0.000073,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896137,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896138,3,0.000217,0.000000,0.000001,0.000072,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896146,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896147,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896148,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896156,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896157,3,0.000217,0.000000,0.000001,0.000071,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896165,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896166,3,0.000216,0.000000,0.000001,0.000070,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896174,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896175,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896176,3,0.000216,0.000000,0.000001,0.000069,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896183,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896184,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896185,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000068,events/second
1440896193,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896194,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896202,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896203,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896204,3,0.000216,0.000000,0.000001,0.000067,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896212,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896213,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896221,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896222,3,0.000216,0.000000,0.000001,0.000066,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896230,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896231,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896232,3,0.000215,0.000000,0.000001,0.000065,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896240,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896241,3,0.000215,0.000000,0.000001,0.000064,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896249,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896250,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896251,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896258,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896259,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896260,3,0.000215,0.000000,0.000001,0.000063,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896268,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896269,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896270,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896277,3,0.000215,0.000000,0.000001,0.000062,events/second
1440896278,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896279,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896287,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896288,3,0.000215,0.000000,0.000001,0.000061,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896296,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896297,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896298,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896305,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896305,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896305,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896305,3,0.000214,0.000000,0.000001,0.000060,events/second
1440896306,3,0.000214,0.000000,0.000001,0.000060,events/second
