season	week	team	player	timestamp	reversed	nullified	file
2015	3	NYJ	Jeremy Kerley	1443382707619	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	IND	Phillip Dorsett	1443382848037	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	IND	Donte Moncrief	1443383195457	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	ATL	Julio Jones	1443383237261	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	NE	LeGarrette Blount	1443383266161	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	NO	Khiry Robinson	1443383313273	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	HOU	Alfred Blue	1443383434739	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	BAL	C.J. Mosley	1443383508026	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	CLE	Travis Benjamin	1443383747143	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	IND	Frank Gore	1443383816129	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	SD	Keenan Allen	1443383893907	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	CIN	A.J. Green	1443383894306	FALSE	FALSE	tweets.2015-09-27.17_19.json
2015	3	JAC	Clay Harbor	1443383960189	FALSE	FALSE	tweets.2015-09-27.17_19.json
