"t.bucket","td.sum","rt.sum"
1420334360000,0,3
1420334365000,1,5
1420334370000,0,3
1420334375000,1,5
1420334380000,0,2
1420334385000,0,3
1420334390000,0,3
1420334395000,0,3
1420334400000,0,7
1420334405000,1,6
1420334410000,0,3
1420334415000,0,2
1420334420000,0,5
1420334425000,0,4
1420334430000,0,1
1420334435000,0,3
1420334440000,0,2
1420334445000,0,0
1420334450000,0,3
1420334455000,1,2
1420334460000,1,1
1420334465000,0,1
1420334470000,1,2
1420334475000,1,5
1420334480000,0,2
1420334485000,0,2
1420334490000,0,1
1420334495000,1,4
1420334500000,1,2
1420334505000,0,2
1420334510000,0,4
1420334515000,0,2
1420334520000,0,1
1420334525000,2,0
1420334530000,0,1
1420334535000,1,2
1420334540000,0,7
1420334545000,0,5
1420334550000,0,0
1420334555000,0,3
1420334560000,0,2
1420334565000,1,4
1420334570000,2,3
1420334575000,0,0
1420334580000,0,2
1420334585000,1,5
1420334590000,2,0
1420334595000,0,4
1420334600000,1,5
1420334605000,2,5
1420334610000,1,2
1420334615000,1,2
1420334620000,0,5
1420334625000,0,4
1420334630000,0,2
1420334635000,0,2
1420334640000,0,2
1420334645000,0,2
1420334650000,0,4
1420334655000,0,3
1420334660000,0,4
1420334665000,1,1
1420334670000,0,4
1420334675000,0,0
1420334680000,0,1
1420334685000,0,4
1420334690000,2,4
1420334695000,0,0
1420334700000,0,3
1420334705000,1,4
1420334710000,1,3
1420334715000,0,3
1420334720000,0,5
1420334725000,0,2
1420334730000,1,5
1420334735000,1,5
1420334740000,0,4
1420334745000,2,5
1420334750000,1,7
1420334755000,1,3
1420334760000,0,2
1420334765000,0,3
1420334770000,0,0
1420334775000,0,1
1420334780000,1,4
1420334785000,2,2
1420334790000,3,3
1420334795000,0,5
1420334800000,0,2
1420334805000,0,2
1420334810000,0,0
1420334815000,2,5
1420334820000,1,4
1420334825000,0,5
1420334830000,0,4
1420334835000,0,1
1420334840000,0,7
1420334845000,0,4
1420334850000,0,2
1420334855000,1,2
1420334860000,1,3
1420334865000,0,1
1420334870000,1,3
1420334875000,0,4
1420334880000,1,1
1420334885000,0,3
1420334890000,0,3
1420334895000,0,3
1420334900000,0,5
1420334905000,0,3
1420334910000,0,0
1420334915000,0,0
1420334920000,0,4
1420334925000,1,0
1420334930000,1,1
1420334935000,0,0
1420334940000,1,3
1420334945000,2,3
1420334950000,0,2
1420334955000,0,4
1420334960000,1,3
1420334965000,0,4
1420334970000,0,3
1420334975000,0,4
1420334980000,0,4
1420334985000,1,1
1420334990000,1,6
1420334995000,1,0
1.420335e+12,1,2
1420335005000,0,3
1420335010000,1,5
1420335015000,0,4
1420335020000,0,6
1420335025000,1,3
1420335030000,0,2
1420335035000,0,2
1420335040000,0,2
1420335045000,0,3
1420335050000,0,2
1420335055000,0,2
1420335060000,1,4
1420335065000,1,7
1420335070000,2,3
1420335075000,0,4
1420335080000,1,1
1420335085000,4,4
1420335090000,1,2
1420335095000,0,1
1420335100000,0,4
1420335105000,0,1
1420335110000,1,2
1420335115000,1,3
1420335120000,0,0
1420335125000,2,8
1420335130000,2,1
1420335135000,2,6
1420335140000,2,3
1420335145000,0,4
1420335150000,0,0
1420335155000,1,4
1420335160000,1,5
1420335165000,0,2
1420335170000,0,3
1420335175000,0,1
1420335180000,0,2
1420335185000,0,4
1420335190000,0,3
1420335195000,0,3
1420335200000,0,2
1420335205000,0,4
1420335210000,0,5
1420335215000,0,1
1420335220000,1,1
1420335225000,2,6
1420335230000,0,5
1420335235000,0,1
1420335240000,0,3
1420335245000,0,2
1420335250000,0,1
1420335255000,0,1
1420335260000,2,8
1420335265000,0,3
1420335270000,1,4
1420335275000,1,1
1420335280000,1,1
1420335285000,1,3
1420335290000,0,5
1420335295000,0,2
1420335300000,4,3
1420335305000,1,2
1420335310000,2,3
1420335315000,2,3
1420335320000,0,2
1420335325000,0,2
1420335330000,0,2
1420335335000,0,2
1420335340000,0,5
1420335345000,1,1
1420335350000,1,1
1420335355000,0,1
1420335360000,0,2
1420335365000,0,1
1420335370000,0,3
1420335375000,1,3
1420335380000,1,5
1420335385000,1,3
1420335390000,1,3
1420335395000,1,2
1420335400000,1,2
1420335405000,1,1
1420335410000,1,4
1420335415000,0,5
1420335420000,0,1
1420335425000,0,6
1420335430000,0,2
1420335435000,0,13
1420335440000,1,16
1420335445000,2,54
1420335450000,3,86
1420335455000,3,84
1420335460000,2,85
1420335465000,6,62
1420335470000,2,70
1420335475000,3,58
1420335480000,3,65
1420335485000,3,33
1420335490000,3,52
1420335495000,4,34
1420335500000,2,33
1420335505000,1,23
1420335510000,0,23
1420335515000,0,22
1420335520000,2,29
1420335525000,0,16
1420335530000,1,18
1420335535000,3,17
1420335540000,1,19
1420335545000,1,19
1420335550000,1,16
1420335555000,0,24
1420335560000,1,18
1420335565000,2,25
1420335570000,1,13
1420335575000,3,17
1420335580000,0,13
1420335585000,1,13
1420335590000,1,22
1420335595000,0,13
1420335600000,1,12
1420335605000,0,16
1420335610000,0,9
1420335615000,1,4
1420335620000,1,13
1420335625000,0,11
1420335630000,2,18
1420335635000,1,10
1420335640000,2,11
1420335645000,1,14
1420335650000,1,17
1420335655000,1,11
1420335660000,0,7
1420335665000,2,13
1420335670000,0,9
1420335675000,0,8
1420335680000,2,11
1420335685000,1,13
1420335690000,3,9
1420335695000,0,11
1420335700000,0,7
1420335705000,2,8
1420335710000,0,8
1420335715000,0,13
1420335720000,0,6
1420335725000,0,9
1420335730000,0,8
1420335735000,0,12
1420335740000,0,9
1420335745000,0,6
1420335750000,1,7
1420335755000,0,4
1420335760000,1,7
1420335765000,0,6
1420335770000,0,2
1420335775000,0,4
1420335780000,2,6
1420335785000,1,4
1420335790000,0,6
1420335795000,1,13
1420335800000,1,4
1420335805000,0,4
1420335810000,0,4
1420335815000,1,4
1420335820000,0,2
1420335825000,0,4
1420335830000,0,1
1420335835000,0,3
1420335840000,1,4
1420335845000,0,6
1420335850000,1,5
1420335855000,1,3
1420335860000,1,6
1420335865000,0,1
1420335870000,0,2
1420335875000,0,3
1420335880000,0,7
1420335885000,1,3
1420335890000,1,4
1420335895000,5,9
1420335900000,2,4
1420335905000,1,5
1420335910000,3,9
1420335915000,1,2
1420335920000,1,4
1420335925000,2,6
1420335930000,0,0
1420335935000,1,4
1420335940000,2,3
1420335945000,1,3
1420335950000,1,2
1420335955000,1,5
1420335960000,1,1
1420335965000,1,8
1420335970000,1,6
1420335975000,1,5
1420335980000,0,4
1420335985000,4,6
1420335990000,0,3
1420335995000,0,3
1.420336e+12,0,4
1420336005000,0,2
1420336010000,0,4
1420336015000,0,2
1420336020000,2,4
1420336025000,0,14
1420336030000,2,8
1420336035000,0,7
1420336040000,2,3
1420336045000,1,3
1420336050000,0,0
1420336055000,1,4
1420336060000,1,7
1420336065000,0,5
1420336070000,5,8
1420336075000,3,6
1420336080000,3,5
1420336085000,2,6
1420336090000,0,2
1420336095000,1,3
1420336100000,0,4
1420336105000,1,7
1420336110000,0,3
1420336115000,0,3
1420336120000,1,3
1420336125000,1,1
1420336130000,0,7
1420336135000,2,3
1420336140000,0,6
1420336145000,1,5
1420336150000,0,3
1420336155000,0,1
1420336160000,0,5
1420336165000,3,2
1420336170000,5,4
1420336175000,4,7
1420336180000,4,5
1420336185000,3,4
1420336190000,2,6
1420336195000,3,6
1420336200000,3,5
1420336205000,0,7
1420336210000,7,8
1420336215000,2,2
1420336220000,5,5
1420336225000,13,10
1420336230000,77,43
1420336235000,250,130
1420336240000,446,183
1420336245000,481,199
1420336250000,472,209
1420336255000,444,210
1420336260000,421,201
1420336265000,346,182
1420336270000,326,202
1420336275000,276,206
1420336280000,206,176
1420336285000,212,161
1420336290000,208,198
1420336295000,183,160
1420336300000,138,139
1420336305000,146,138
1420336310000,139,143
1420336315000,130,108
1420336320000,94,84
1420336325000,118,102
1420336330000,101,92
1420336335000,116,109
1420336340000,72,76
1420336345000,208,208
1420336350000,238,231
1420336355000,185,199
1420336360000,161,170
1420336365000,108,112
1420336370000,103,93
1420336375000,94,93
1420336380000,85,88
1420336385000,82,83
1420336390000,76,74
1420336395000,62,77
1420336400000,51,54
1420336405000,61,65
1420336410000,59,73
1420336415000,65,64
1420336420000,42,47
1420336425000,56,58
1420336430000,38,55
1420336435000,43,46
1420336440000,40,45
1420336445000,38,39
1420336450000,41,46
1420336455000,33,33
1420336460000,36,38
1420336465000,28,27
1420336470000,21,31
1420336475000,29,34
1420336480000,32,31
1420336485000,26,34
1420336490000,22,27
1420336495000,29,33
1420336500000,20,28
1420336505000,34,37
1420336510000,26,32
1420336515000,18,27
1420336520000,27,27
1420336525000,29,33
1420336530000,25,31
1420336535000,27,29
1420336540000,24,22
1420336545000,22,26
1420336550000,25,31
1420336555000,20,22
1420336560000,24,32
1420336565000,27,33
1420336570000,19,23
1420336575000,18,20
1420336580000,22,24
1420336585000,23,30
1420336590000,20,26
1420336595000,18,101
1420336600000,19,120
1420336605000,21,99
1420336610000,22,67
1420336615000,28,72
1420336620000,24,60
1420336625000,16,38
1420336630000,14,30
1420336635000,9,28
1420336640000,11,18
1420336645000,10,25
1420336650000,7,24
1420336655000,15,19
1420336660000,10,25
1420336665000,12,25
1420336670000,15,20
1420336675000,11,20
1420336680000,9,17
1420336685000,12,29
1420336690000,14,23
1420336695000,10,20
1420336700000,10,16
1420336705000,10,19
1420336710000,18,27
1420336715000,16,22
1420336720000,14,15
1420336725000,5,13
1420336730000,8,16
1420336735000,7,10
1420336740000,6,16
1420336745000,7,16
1420336750000,7,15
1420336755000,6,13
1420336760000,3,10
1420336765000,6,12
1420336770000,7,15
1420336775000,6,13
1420336780000,5,14
1420336785000,5,13
1420336790000,6,10
1420336795000,6,10
1420336800000,12,16
1420336805000,3,12
1420336810000,6,17
1420336815000,8,11
1420336820000,3,5
1420336825000,3,15
1420336830000,5,12
1420336835000,6,13
1420336840000,4,7
1420336845000,3,11
1420336850000,3,11
1420336855000,5,11
1420336860000,8,12
1420336865000,4,7
1420336870000,3,4
1420336875000,9,12
1420336880000,3,7
1420336885000,8,17
1420336890000,8,9
1420336895000,1,6
1420336900000,7,6
1420336905000,4,4
1420336910000,3,6
1420336915000,3,9
1420336920000,3,7
1420336925000,2,4
1420336930000,2,5
1420336935000,2,5
1420336940000,1,6
1420336945000,5,5
1420336950000,5,8
1420336955000,6,7
1420336960000,2,8
1420336965000,10,7
1420336970000,4,11
1420336975000,15,7
1420336980000,13,6
1420336985000,21,13
1420336990000,22,13
1420336995000,18,15
1.420337e+12,19,16
1420337005000,14,10
1420337010000,22,20
1420337015000,14,14
1420337020000,12,11
1420337025000,16,9
1420337030000,13,7
1420337035000,24,23
1420337040000,14,19
1420337045000,13,16
1420337050000,7,8
1420337055000,13,24
1420337060000,11,15
1420337065000,11,14
1420337070000,6,9
1420337075000,5,11
1420337080000,8,15
1420337085000,10,14
1420337090000,5,17
1420337095000,7,14
1420337100000,9,14
1420337105000,11,18
1420337110000,8,12
1420337115000,5,12
1420337120000,13,15
1420337125000,6,14
1420337130000,10,14
1420337135000,5,13
1420337140000,5,13
1420337145000,3,15
1420337150000,5,10
1420337155000,7,7
1420337160000,8,15
1420337165000,4,12
1420337170000,6,13
1420337175000,9,12
1420337180000,7,12
1420337185000,5,12
1420337190000,4,20
1420337195000,2,6
1420337200000,8,11
1420337205000,6,12
1420337210000,4,7
1420337215000,6,7
1420337220000,3,13
1420337225000,6,11
1420337230000,2,9
1420337235000,7,11
1420337240000,4,10
1420337245000,9,11
1420337250000,6,8
1420337255000,7,9
1420337260000,5,6
1420337265000,4,15
1420337270000,2,4
1420337275000,6,13
1420337280000,4,6
1420337285000,6,7
1420337290000,6,4
1420337295000,1,4
1420337300000,2,7
1420337305000,5,4
1420337310000,5,7
1420337315000,4,5
1420337320000,6,6
1420337325000,5,7
1420337330000,4,8
1420337335000,1,9
1420337340000,6,11
1420337345000,7,12
1420337350000,4,7
1420337355000,4,7
1420337360000,5,12
1420337365000,6,12
1420337370000,8,26
1420337375000,11,40
1420337380000,10,62
1420337385000,15,48
1420337390000,8,75
1420337395000,7,58
1420337400000,15,48
1420337405000,11,60
1420337410000,8,41
1420337415000,6,36
1420337420000,9,43
1420337425000,19,53
1420337430000,11,54
1420337435000,7,38
1420337440000,12,42
1420337445000,8,26
1420337450000,7,33
1420337455000,6,39
1420337460000,5,33
1420337465000,8,33
1420337470000,4,21
1420337475000,6,22
1420337480000,3,21
1420337485000,4,23
1420337490000,6,25
1420337495000,3,17
1420337500000,9,20
1420337505000,4,20
1420337510000,4,25
1420337515000,7,24
1420337520000,5,17
1420337525000,6,17
1420337530000,9,14
1420337535000,4,16
1420337540000,4,15
1420337545000,6,16
1420337550000,2,15
1420337555000,8,16
1420337560000,6,14
1420337565000,5,12
1420337570000,3,9
1420337575000,6,11
1420337580000,3,10
1420337585000,2,7
1420337590000,3,8
1420337595000,4,11
1420337600000,6,8
1420337605000,5,10
1420337610000,4,9
1420337615000,6,11
1420337620000,2,7
1420337625000,6,10
1420337630000,3,8
1420337635000,8,7
1420337640000,6,12
1420337645000,5,14
1420337650000,5,10
1420337655000,7,11
1420337660000,1,6
1420337665000,9,14
1420337670000,5,8
1420337675000,6,16
1420337680000,6,8
1420337685000,2,5
1420337690000,3,6
1420337695000,1,3
1420337700000,4,11
1420337705000,0,2
1420337710000,3,7
1420337715000,2,7
1420337720000,4,4
1420337725000,4,7
1420337730000,0,5
1420337735000,6,10
1420337740000,3,7
1420337745000,6,6
1420337750000,6,10
1420337755000,4,12
1420337760000,4,6
1420337765000,3,16
1420337770000,3,10
1420337775000,1,5
1420337780000,4,8
1420337785000,2,6
1420337790000,4,5
1420337795000,1,7
1420337800000,3,12
1420337805000,3,3
1420337810000,1,14
1420337815000,4,3
1420337820000,2,4
1420337825000,6,14
1420337830000,9,11
1420337835000,5,10
1420337840000,5,7
1420337845000,5,7
1420337850000,2,11
1420337855000,4,6
1420337860000,3,7
1420337865000,5,7
1420337870000,3,5
1420337875000,1,3
1420337880000,4,7
1420337885000,5,7
1420337890000,3,7
1420337895000,7,7
1420337900000,4,10
1420337905000,5,9
1420337910000,0,5
1420337915000,1,6
1420337920000,3,4
1420337925000,1,3
1420337930000,2,7
1420337935000,8,13
1420337940000,9,14
1420337945000,3,10
1420337950000,4,9
1420337955000,4,16
1420337960000,7,48
1420337965000,6,70
1420337970000,7,69
1420337975000,5,58
1420337980000,8,67
1420337985000,8,48
1420337990000,7,54
1420337995000,10,48
1.420338e+12,13,29
1420338005000,11,37
1420338010000,12,34
1420338015000,4,29
1420338020000,6,28
1420338025000,7,30
1420338030000,4,22
1420338035000,7,26
1420338040000,4,27
1420338045000,6,32
1420338050000,6,23
1420338055000,7,26
1420338060000,7,20
1420338065000,3,16
1420338070000,6,16
1420338075000,4,19
1420338080000,4,24
1420338085000,6,23
1420338090000,4,9
1420338095000,5,14
1420338100000,2,11
1420338105000,7,8
1420338110000,2,5
1420338115000,5,8
1420338120000,7,7
1420338125000,4,6
1420338130000,5,9
1420338135000,3,6
1420338140000,4,8
1420338145000,5,7
1420338150000,4,10
1420338155000,6,4
1420338160000,6,8
1420338165000,3,4
1420338170000,4,5
1420338175000,6,16
1420338180000,5,11
1420338185000,5,8
1420338190000,1,8
1420338195000,5,12
1420338200000,5,5
1420338205000,1,6
1420338210000,4,7
1420338215000,3,9
1420338220000,6,15
1420338225000,2,5
1420338230000,2,9
1420338235000,5,7
1420338240000,3,12
1420338245000,2,6
1420338250000,3,7
1420338255000,1,7
1420338260000,1,10
1420338265000,4,7
1420338270000,5,7
1420338275000,2,7
1420338280000,1,3
1420338285000,4,8
1420338290000,4,7
1420338295000,2,7
1420338300000,4,6
1420338305000,4,7
1420338310000,5,9
1420338315000,3,9
1420338320000,4,7
1420338325000,1,11
1420338330000,0,3
1420338335000,4,8
1420338340000,2,6
1420338345000,3,8
1420338350000,0,2
1420338355000,2,5
1420338360000,0,3
1420338365000,1,3
1420338370000,3,5
1420338375000,1,3
1420338380000,1,3
1420338385000,2,7
1420338390000,1,5
1420338395000,0,4
1420338400000,2,8
1420338405000,3,6
1420338410000,4,11
1420338415000,1,3
1420338420000,2,4
1420338425000,4,8
1420338430000,0,5
1420338435000,1,5
1420338440000,4,7
1420338445000,1,4
1420338450000,3,2
1420338455000,1,4
1420338460000,1,7
1420338465000,2,7
1420338470000,2,5
1420338475000,2,10
1420338480000,2,7
1420338485000,5,6
1420338490000,3,7
1420338495000,5,7
1420338500000,1,4
1420338505000,1,3
1420338510000,0,1
1420338515000,2,11
1420338520000,1,6
1420338525000,1,5
1420338530000,1,3
1420338535000,2,8
1420338540000,0,5
1420338545000,2,2
1420338550000,1,3
1420338555000,1,4
1420338560000,2,6
1420338565000,4,4
1420338570000,1,8
1420338575000,0,3
1420338580000,1,5
1420338585000,4,7
1420338590000,0,3
1420338595000,2,3
1420338600000,1,6
1420338605000,1,2
1420338610000,2,5
1420338615000,3,5
1420338620000,0,3
1420338625000,3,4
1420338630000,2,4
1420338635000,0,5
1420338640000,0,1
1420338645000,1,1
1420338650000,2,4
1420338655000,0,0
1420338660000,2,5
1420338665000,1,4
1420338670000,0,1
1420338675000,1,4
1420338680000,2,6
1420338685000,2,4
1420338690000,3,6
1420338695000,3,4
1420338700000,0,3
1420338705000,1,1
1420338710000,2,4
1420338715000,2,3
1420338720000,0,5
1420338725000,2,4
1420338730000,1,3
1420338735000,0,0
1420338740000,0,1
1420338745000,1,1
1420338750000,0,0
1420338755000,0,2
1420338760000,2,7
1420338765000,2,4
1420338770000,4,8
1420338775000,2,4
1420338780000,4,6
1420338785000,2,12
1420338790000,2,8
1420338795000,2,4
1420338800000,0,12
1420338805000,2,7
1420338810000,3,6
1420338815000,4,5
1420338820000,2,9
1420338825000,0,9
1420338830000,0,7
1420338835000,3,3
1420338840000,8,10
1420338845000,3,17
1420338850000,4,14
1420338855000,10,12
1420338860000,8,11
1420338865000,5,29
1420338870000,11,35
1420338875000,8,34
1420338880000,10,41
1420338885000,7,21
1420338890000,11,24
1420338895000,5,28
1420338900000,2,26
1420338905000,5,18
1420338910000,3,19
1420338915000,8,20
1420338920000,1,19
1420338925000,1,13
1420338930000,3,10
1420338935000,0,11
1420338940000,3,13
1420338945000,3,16
1420338950000,4,17
1420338955000,3,7
1420338960000,2,12
1420338965000,1,12
1420338970000,2,7
1420338975000,3,11
1420338980000,0,16
1420338985000,4,15
1420338990000,2,11
1420338995000,1,6
1.420339e+12,1,11
1420339005000,1,8
1420339010000,1,11
1420339015000,3,11
1420339020000,2,17
1420339025000,6,12
1420339030000,3,14
1420339035000,5,17
1420339040000,3,18
1420339045000,2,130
1420339050000,0,9
1420339055000,3,15
1420339060000,4,10
1420339065000,8,24
1420339070000,7,15
1420339075000,2,15
1420339080000,5,12
1420339085000,0,9
1420339090000,2,9
1420339095000,4,10
1420339100000,3,9
1420339105000,1,15
1420339110000,2,8
1420339115000,2,8
1420339120000,0,6
1420339125000,0,3
1420339130000,2,7
1420339135000,1,11
1420339140000,0,8
1420339145000,2,6
1420339150000,4,9
1420339155000,1,8
1420339160000,2,13
1420339165000,1,9
1420339170000,1,8
1420339175000,2,6
1420339180000,1,6
1420339185000,1,6
1420339190000,1,6
1420339195000,2,7
1420339200000,1,3
1420339205000,2,6
1420339210000,2,6
1420339215000,1,5
1420339220000,1,6
1420339225000,0,6
1420339230000,0,6
1420339235000,0,2
1420339240000,1,8
1420339245000,3,4
1420339250000,1,3
1420339255000,3,5
1420339260000,0,3
1420339265000,0,4
1420339270000,0,3
1420339275000,1,5
1420339280000,0,4
1420339285000,2,4
1420339290000,1,1
1420339295000,1,5
1420339300000,1,3
1420339305000,2,2
1420339310000,1,1
1420339315000,1,0
1420339320000,0,4
1420339325000,0,7
1420339330000,0,2
1420339335000,1,4
1420339340000,0,8
1420339345000,2,6
1420339350000,0,7
1420339355000,0,5
1420339360000,0,6
1420339365000,0,5
1420339370000,0,9
1420339375000,0,7
1420339380000,0,11
1420339385000,2,6
1420339390000,1,6
1420339395000,1,8
1420339400000,0,4
1420339405000,0,4
1420339410000,2,5
1420339415000,1,5
1420339420000,1,6
1420339425000,1,4
1420339430000,0,9
1420339435000,0,6
1420339440000,1,7
1420339445000,0,7
1420339450000,0,2
1420339455000,0,6
1420339460000,2,9
1420339465000,1,2
1420339470000,1,5
1420339475000,0,6
1420339480000,1,8
1420339485000,3,6
1420339490000,0,3
1420339495000,3,6
1420339500000,0,4
1420339505000,0,3
1420339510000,0,3
1420339515000,0,4
1420339520000,1,6
1420339525000,0,1
1420339530000,1,6
1420339535000,2,7
1420339540000,0,6
1420339545000,0,4
1420339550000,3,3
1420339555000,0,6
1420339560000,1,5
1420339565000,1,6
1420339570000,0,7
1420339575000,1,8
1420339580000,1,4
1420339585000,2,4
1420339590000,0,2
1420339595000,1,2
1420339600000,0,4
1420339605000,1,10
1420339610000,1,10
1420339615000,2,22
1420339620000,2,8
1420339625000,0,4
1420339630000,1,4
1420339635000,0,8
1420339640000,0,6
1420339645000,0,9
1420339650000,1,8
1420339655000,0,6
1420339660000,0,5
1420339665000,0,5
1420339670000,0,5
1420339675000,1,4
1420339680000,0,2
1420339685000,0,0
1420339690000,0,7
1420339695000,1,5
1420339700000,1,5
1420339705000,0,6
1420339710000,2,2
1420339715000,0,2
1420339720000,3,9
1420339725000,1,10
1420339730000,1,9
1420339735000,1,5
1420339740000,1,4
1420339745000,2,7
1420339750000,1,3
1420339755000,0,8
1420339760000,1,2
1420339765000,1,9
1420339770000,0,4
1420339775000,1,2
1420339780000,0,3
1420339785000,1,4
1420339790000,0,5
1420339795000,1,4
1420339800000,0,3
1420339805000,2,5
1420339810000,1,3
1420339815000,1,7
1420339820000,1,10
1420339825000,0,2
1420339830000,0,6
1420339835000,0,2
1420339840000,1,6
1420339845000,2,2
1420339850000,1,6
1420339855000,2,5
1420339860000,1,7
1420339865000,1,4
1420339870000,0,4
1420339875000,2,7
1420339880000,1,6
1420339885000,2,5
1420339890000,0,1
1420339895000,1,4
1420339900000,2,6
1420339905000,0,3
1420339910000,2,4
1420339915000,0,2
1420339920000,1,4
1420339925000,1,1
1420339930000,0,1
1420339935000,0,3
1420339940000,1,2
1420339945000,0,3
1420339950000,1,3
1420339955000,2,4
1420339960000,0,3
1420339965000,2,4
1420339970000,1,4
1420339975000,0,7
1420339980000,0,2
1420339985000,0,3
1420339990000,1,3
1420339995000,1,2
1.42034e+12,0,2
1420340005000,0,2
1420340010000,1,4
1420340015000,0,6
1420340020000,1,2
1420340025000,0,3
1420340030000,0,4
1420340035000,2,3
1420340040000,1,5
1420340045000,3,4
1420340050000,2,3
1420340055000,0,6
1420340060000,0,2
1420340065000,0,2
1420340070000,1,4
1420340075000,2,7
1420340080000,1,0
1420340085000,0,0
1420340090000,2,7
1420340095000,2,2
1420340100000,0,3
1420340105000,0,1
1420340110000,0,4
1420340115000,0,3
1420340120000,0,1
1420340125000,1,4
1420340130000,1,4
1420340135000,1,4
1420340140000,0,2
1420340145000,1,2
1420340150000,1,9
1420340155000,0,3
1420340160000,2,3
1420340165000,0,4
1420340170000,2,5
1420340175000,0,4
1420340180000,0,3
1420340185000,0,0
1420340190000,2,7
1420340195000,1,4
1420340200000,2,0
1420340205000,0,1
1420340210000,0,0
1420340215000,1,0
1420340220000,1,1
1420340225000,0,2
1420340230000,0,3
1420340235000,1,2
1420340240000,1,3
1420340245000,1,5
1420340250000,0,2
1420340255000,1,3
1420340260000,0,3
1420340265000,0,8
1420340270000,1,5
1420340275000,2,9
1420340280000,4,42
1420340285000,5,61
1420340290000,8,59
1420340295000,18,56
1420340300000,6,45
1420340305000,7,35
1420340310000,6,35
1420340315000,7,27
1420340320000,7,37
1420340325000,7,26
1420340330000,2,22
1420340335000,3,23
1420340340000,5,29
1420340345000,3,21
1420340350000,6,24
1420340355000,0,19
1420340360000,8,25
1420340365000,9,17
1420340370000,5,16
1420340375000,5,15
1420340380000,6,20
1420340385000,4,16
1420340390000,2,12
1420340395000,4,12
1420340400000,2,18
1420340405000,3,10
1420340410000,6,16
1420340415000,3,14
1420340420000,2,7
1420340425000,1,4
1420340430000,4,13
1420340435000,1,11
1420340440000,1,5
1420340445000,3,9
1420340450000,3,7
1420340455000,3,7
1420340460000,1,6
1420340465000,2,7
1420340470000,2,8
1420340475000,2,5
1420340480000,7,11
1420340485000,2,17
1420340490000,3,13
1420340495000,1,9
1420340500000,2,10
1420340505000,6,12
1420340510000,3,17
1420340515000,0,5
1420340520000,0,10
1420340525000,3,11
1420340530000,1,14
1420340535000,2,26
1420340540000,0,7
1420340545000,4,7
1420340550000,2,7
1420340555000,1,7
1420340560000,4,5
1420340565000,2,5
1420340570000,2,11
1420340575000,2,8
1420340580000,1,6
1420340585000,1,7
1420340590000,1,7
1420340595000,0,9
1420340600000,1,14
1420340605000,1,7
1420340610000,2,11
1420340615000,0,10
1420340620000,1,9
1420340625000,1,7
1420340630000,0,9
1420340635000,1,9
1420340640000,1,7
1420340645000,3,13
1420340650000,2,9
1420340655000,1,7
1420340660000,2,12
1420340665000,0,9
1420340670000,0,8
1420340675000,3,7
1420340680000,3,9
1420340685000,0,1
1420340690000,2,6
1420340695000,0,8
1420340700000,2,18
1420340705000,1,9
1420340710000,2,8
1420340715000,1,8
1420340720000,2,7
1420340725000,0,9
1420340730000,1,7
1420340735000,1,11
1420340740000,3,7
1420340745000,7,8
1420340750000,5,10
1420340755000,4,8
1420340760000,9,14
1420340765000,4,6
1420340770000,5,10
1420340775000,5,10
1420340780000,2,15
1420340785000,3,7
1420340790000,4,11
1420340795000,3,12
1420340800000,3,7
1420340805000,3,11
1420340810000,3,6
1420340815000,5,9
1420340820000,1,12
1420340825000,3,6
1420340830000,3,7
1420340835000,5,3
1420340840000,3,6
1420340845000,4,8
1420340850000,1,6
1420340855000,3,8
1420340860000,0,4
1420340865000,1,5
1420340870000,0,1
1420340875000,2,4
1420340880000,4,2
1420340885000,3,4
1420340890000,3,8
1420340895000,1,4
1420340900000,4,11
1420340905000,1,6
1420340910000,1,5
1420340915000,0,1
1420340920000,0,5
1420340925000,0,6
1420340930000,1,5
1420340935000,1,7
1420340940000,3,7
1420340945000,0,6
1420340950000,2,10
1420340955000,0,7
1420340960000,2,9
1420340965000,0,7
1420340970000,1,8
1420340975000,3,12
1420340980000,3,10
1420340985000,6,13
1420340990000,0,5
1420340995000,4,17
1.420341e+12,6,14
1420341005000,1,8
1420341010000,4,8
1420341015000,0,4
1420341020000,0,2
1420341025000,4,6
1420341030000,6,11
1420341035000,7,5
1420341040000,3,3
1420341045000,2,4
1420341050000,6,5
1420341055000,20,9
1420341060000,152,80
1420341065000,294,157
1420341070000,383,171
1420341075000,371,149
1420341080000,357,166
1420341085000,357,186
1420341090000,308,168
1420341095000,292,177
1420341100000,257,168
1420341105000,246,160
1420341110000,221,149
1420341115000,199,128
1420341120000,197,134
1420341125000,178,141
1420341130000,150,104
1420341135000,156,107
1420341140000,169,123
1420341145000,152,128
1420341150000,130,111
1420341155000,119,105
1420341160000,120,106
1420341165000,118,105
1420341170000,87,80
1420341175000,94,82
1420341180000,100,93
1420341185000,85,76
1420341190000,64,69
1420341195000,89,78
1420341200000,61,56
1420341205000,62,64
1420341210000,58,47
1420341215000,62,59
1420341220000,42,55
1420341225000,63,65
1420341230000,53,50
1420341235000,47,45
1420341240000,40,43
1420341245000,34,41
1420341250000,45,46
1420341255000,40,48
1420341260000,22,24
1420341265000,28,34
1420341270000,25,24
1420341275000,16,22
1420341280000,21,24
1420341285000,24,28
1420341290000,18,26
1420341295000,31,33
1420341300000,22,26
1420341305000,26,46
1420341310000,29,43
1420341315000,29,33
1420341320000,19,22
1420341325000,26,28
1420341330000,20,25
1420341335000,25,35
