"t.bucket","td.sum","rt.sum"
1421024940000,2,5
1421024945000,2,3
1421024950000,0,6
1421024955000,2,3
1421024960000,0,1
1421024965000,0,3
1421024970000,0,4
1421024975000,1,7
1421024980000,0,3
1421024985000,1,6
1421024990000,0,1
1421024995000,1,3
1.421025e+12,0,4
1421025005000,0,4
1421025010000,0,3
1421025015000,0,6
1421025020000,3,2
1421025025000,1,5
1421025030000,0,12
1421025035000,1,2
1421025040000,1,4
1421025045000,1,11
1421025050000,2,6
1421025055000,1,2
1421025060000,0,5
1421025065000,0,1
1421025070000,0,3
1421025075000,1,5
1421025080000,0,2
1421025085000,2,2
1421025090000,2,6
1421025095000,0,1
1421025100000,0,5
1421025105000,2,4
1421025110000,1,5
1421025115000,0,1
1421025120000,1,1
1421025125000,3,5
1421025130000,0,3
1421025135000,0,4
1421025140000,1,2
1421025145000,1,4
1421025150000,1,2
1421025155000,1,6
1421025160000,0,2
1421025165000,1,2
1421025170000,1,2
1421025175000,0,5
1421025180000,1,3
1421025185000,1,9
1421025190000,0,2
1421025195000,0,6
1421025200000,0,2
1421025205000,0,5
1421025210000,0,3
1421025215000,0,6
1421025220000,0,1
1421025225000,0,5
1421025230000,0,5
1421025235000,0,2
1421025240000,1,3
1421025245000,0,3
1421025250000,2,7
1421025255000,1,3
1421025260000,1,3
1421025265000,0,0
1421025270000,1,6
1421025275000,2,3
1421025280000,3,11
1421025285000,0,5
1421025290000,0,4
1421025295000,1,5
1421025300000,2,3
1421025305000,0,0
1421025310000,0,0
1421025315000,1,2
1421025320000,0,2
1421025325000,0,2
1421025330000,1,6
1421025335000,0,2
1421025340000,1,6
1421025345000,0,2
1421025350000,0,1
1421025355000,1,0
1421025360000,1,6
1421025365000,1,3
1421025370000,0,3
1421025375000,0,2
1421025380000,2,2
1421025385000,2,2
1421025390000,0,1
1421025395000,0,3
1421025400000,0,2
1421025405000,0,3
1421025410000,1,5
1421025415000,0,4
1421025420000,2,3
1421025425000,2,1
1421025430000,3,3
1421025435000,1,2
1421025440000,0,2
1421025445000,1,2
1421025450000,0,4
1421025455000,0,3
1421025460000,0,5
1421025465000,0,0
1421025470000,1,4
1421025475000,0,2
1421025480000,2,2
1421025485000,0,4
1421025490000,2,3
1421025495000,0,5
1421025500000,0,2
1421025505000,0,3
1421025510000,0,3
1421025515000,1,9
1421025520000,1,4
1421025525000,1,6
1421025530000,2,0
1421025535000,2,7
1421025540000,1,1
1421025545000,2,5
1421025550000,1,4
1421025555000,1,5
1421025560000,0,5
1421025565000,2,5
1421025570000,3,6
1421025575000,0,3
1421025580000,0,3
1421025585000,2,3
1421025590000,2,3
1421025595000,2,4
1421025600000,0,2
1421025605000,0,4
1421025610000,1,2
1421025615000,2,5
1421025620000,2,6
1421025625000,0,3
1421025630000,2,4
1421025635000,0,6
1421025640000,1,1
1421025645000,1,0
1421025650000,0,2
1421025655000,0,5
1421025660000,0,4
1421025665000,1,6
1421025670000,0,0
1421025675000,2,3
1421025680000,0,2
1421025685000,0,1
1421025690000,0,3
1421025695000,4,3
1421025700000,1,3
1421025705000,1,7
1421025710000,0,1
1421025715000,0,4
1421025720000,1,2
1421025725000,1,1
1421025730000,0,2
1421025735000,0,2
1421025740000,0,5
1421025745000,0,4
1421025750000,3,3
1421025755000,1,4
1421025760000,0,2
1421025765000,0,3
1421025770000,2,4
1421025775000,1,3
1421025780000,0,5
1421025785000,0,5
1421025790000,1,1
1421025795000,0,2
1421025800000,1,4
1421025805000,1,11
1421025810000,0,82
1421025815000,3,36
1421025820000,1,5
1421025825000,0,6
1421025830000,0,7
1421025835000,0,8
1421025840000,1,4
1421025845000,0,8
1421025850000,0,4
1421025855000,1,5
1421025860000,0,8
1421025865000,1,7
1421025870000,2,4
1421025875000,3,4
1421025880000,0,4
1421025885000,2,3
1421025890000,2,10
1421025895000,1,7
1421025900000,0,1
1421025905000,1,5
1421025910000,0,4
1421025915000,1,5
1421025920000,0,2
1421025925000,0,3
1421025930000,1,3
1421025935000,1,4
1421025940000,0,1
1421025945000,1,5
1421025950000,2,10
1421025955000,3,7
1421025960000,0,4
1421025965000,0,5
1421025970000,0,1
1421025975000,1,2
1421025980000,1,5
1421025985000,1,4
1421025990000,0,2
1421025995000,1,6
1.421026e+12,0,1
1421026005000,0,3
1421026010000,0,3
1421026015000,0,18
1421026020000,0,11
1421026025000,0,10
1421026030000,0,7
1421026035000,0,14
1421026040000,0,5
1421026045000,0,7
1421026050000,1,7
1421026055000,0,7
1421026060000,0,7
1421026065000,2,10
1421026070000,0,7
1421026075000,1,5
1421026080000,0,9
1421026085000,1,8
1421026090000,0,8
1421026095000,0,5
1421026100000,0,9
1421026105000,0,7
1421026110000,2,7
1421026115000,2,6
1421026120000,1,6
1421026125000,2,2
1421026130000,0,3
1421026135000,0,4
1421026140000,1,2
1421026145000,1,4
1421026150000,0,4
1421026155000,0,6
1421026160000,1,8
1421026165000,1,7
1421026170000,0,3
1421026175000,0,13
1421026180000,1,3
1421026185000,0,2
1421026190000,1,10
1421026195000,1,9
1421026200000,1,6
1421026205000,0,12
1421026210000,3,9
1421026215000,1,4
1421026220000,3,8
1421026225000,1,6
1421026230000,1,5
1421026235000,0,4
1421026240000,3,9
1421026245000,1,6
1421026250000,0,5
1421026255000,1,5
1421026260000,0,1
1421026265000,1,2
1421026270000,0,2
1421026275000,0,6
1421026280000,0,6
1421026285000,1,6
1421026290000,1,5
1421026295000,0,4
1421026300000,0,2
1421026305000,0,3
1421026310000,1,4
1421026315000,4,5
1421026320000,3,4
1421026325000,1,4
1421026330000,1,1
1421026335000,0,4
1421026340000,1,7
1421026345000,3,7
1421026350000,1,4
1421026355000,0,3
1421026360000,0,4
1421026365000,0,2
1421026370000,0,3
1421026375000,0,2
1421026380000,1,3
1421026385000,1,3
1421026390000,1,3
1421026395000,2,7
1421026400000,1,3
1421026405000,1,6
1421026410000,1,5
1421026415000,2,5
1421026420000,0,2
1421026425000,1,4
1421026430000,0,2
1421026435000,1,4
1421026440000,0,1
1421026445000,3,5
1421026450000,1,6
1421026455000,1,5
1421026460000,1,3
1421026465000,0,1
1421026470000,0,3
1421026475000,0,4
1421026480000,0,1
1421026485000,2,5
1421026490000,1,3
1421026495000,1,4
1421026500000,1,1
1421026505000,2,15
1421026510000,0,5
1421026515000,2,3
1421026520000,0,3
1421026525000,0,1
1421026530000,2,4
1421026535000,1,3
1421026540000,1,8
1421026545000,2,3
1421026550000,0,4
1421026555000,0,3
1421026560000,0,3
1421026565000,2,3
1421026570000,1,4
1421026575000,0,2
1421026580000,2,5
1421026585000,0,2
1421026590000,1,1
1421026595000,0,4
1421026600000,0,3
1421026605000,1,3
1421026610000,0,1
1421026615000,0,3
1421026620000,1,4
1421026625000,2,4
1421026630000,1,5
1421026635000,0,1
1421026640000,0,3
1421026645000,4,5
1421026650000,0,5
1421026655000,0,7
1421026660000,0,0
1421026665000,0,2
1421026670000,1,4
1421026675000,1,6
1421026680000,5,7
1421026685000,2,4
1421026690000,2,5
1421026695000,2,3
1421026700000,0,1
1421026705000,3,13
1421026710000,1,4
1421026715000,0,2
1421026720000,2,0
1421026725000,1,1
1421026730000,0,5
1421026735000,0,9
1421026740000,0,5
1421026745000,2,4
1421026750000,1,3
1421026755000,1,5
1421026760000,1,5
1421026765000,0,5
1421026770000,0,6
1421026775000,0,4
1421026780000,1,3
1421026785000,0,4
1421026790000,0,5
1421026795000,0,8
1421026800000,2,3
1421026805000,0,3
1421026810000,0,4
1421026815000,0,4
1421026820000,0,10
1421026825000,0,23
1421026830000,0,3
1421026835000,0,10
1421026840000,0,6
1421026845000,0,5
1421026850000,2,9
1421026855000,0,3
1421026860000,0,3
1421026865000,0,7
1421026870000,0,9
1421026875000,0,8
1421026880000,0,7
1421026885000,0,7
1421026890000,0,4
1421026895000,0,6
1421026900000,2,3
1421026905000,1,5
1421026910000,2,7
1421026915000,0,3
1421026920000,0,4
1421026925000,1,7
1421026930000,0,7
1421026935000,1,3
1421026940000,2,9
1421026945000,1,6
1421026950000,0,3
1421026955000,1,6
1421026960000,0,5
1421026965000,2,15
1421026970000,0,7
1421026975000,2,6
1421026980000,2,6
1421026985000,0,6
1421026990000,0,5
1421026995000,0,1
1.421027e+12,1,6
1421027005000,2,5
1421027010000,0,3
1421027015000,1,6
1421027020000,0,4
1421027025000,0,6
1421027030000,1,6
1421027035000,1,10
1421027040000,0,9
1421027045000,0,5
1421027050000,2,9
1421027055000,0,2
1421027060000,1,1
1421027065000,0,3
1421027070000,0,0
1421027075000,1,1
1421027080000,1,2
1421027085000,1,5
1421027090000,0,4
1421027095000,0,7
1421027100000,0,19
1421027105000,0,19
1421027110000,0,19
1421027115000,1,19
1421027120000,1,18
1421027125000,0,19
1421027130000,1,24
1421027135000,0,20
1421027140000,0,23
1421027145000,2,25
1421027150000,1,29
1421027155000,0,22
1421027160000,0,24
1421027165000,1,24
1421027170000,0,21
1421027175000,0,17
1421027180000,0,14
1421027185000,1,14
1421027190000,0,14
1421027195000,0,13
1421027200000,1,9
1421027205000,0,2
1421027210000,3,3
1421027215000,0,8
1421027220000,0,4
1421027225000,0,2
1421027230000,1,2
1421027235000,2,5
1421027240000,0,4
1421027245000,0,3
1421027250000,2,2
1421027255000,2,4
1421027260000,1,4
1421027265000,0,4
1421027270000,0,5
1421027275000,2,4
1421027280000,0,3
1421027285000,1,4
1421027290000,1,4
1421027295000,0,5
1421027300000,0,4
1421027305000,1,5
1421027310000,1,3
1421027315000,0,2
1421027320000,0,1
1421027325000,1,7
1421027330000,0,3
1421027335000,1,3
1421027340000,0,5
1421027345000,0,1
1421027350000,1,3
1421027355000,0,8
1421027360000,1,0
1421027365000,0,2
1421027370000,1,4
1421027375000,0,2
1421027380000,1,6
1421027385000,0,3
1421027390000,0,2
1421027395000,0,1
1421027400000,0,4
1421027405000,0,2
1421027410000,0,4
1421027415000,1,4
1421027420000,0,0
1421027425000,0,2
1421027430000,0,1
1421027435000,0,1
1421027440000,0,1
1421027445000,0,1
1421027450000,1,6
1421027455000,0,2
1421027460000,0,1
1421027465000,0,6
1421027470000,0,2
1421027475000,0,2
1421027480000,0,4
1421027485000,1,1
1421027490000,1,1
1421027495000,0,0
1421027500000,0,1
1421027505000,0,3
1421027510000,0,7
1421027515000,0,2
1421027520000,0,4
1421027525000,0,2
1421027530000,1,3
1421027535000,1,5
1421027540000,0,0
1421027545000,0,4
1421027550000,2,4
1421027555000,0,1
1421027560000,1,0
1421027565000,1,2
1421027570000,0,0
1421027575000,0,3
1421027580000,1,4
1421027585000,1,4
1421027590000,0,4
1421027595000,1,1
1421027600000,0,5
1421027605000,1,3
1421027610000,0,0
1421027615000,0,4
1421027620000,0,3
1421027625000,0,0
1421027630000,0,2
1421027635000,1,3
1421027640000,0,4
1421027645000,2,1
1421027650000,1,3
1421027655000,0,8
1421027660000,1,4
1421027665000,0,3
1421027670000,0,3
1421027675000,0,5
1421027680000,0,1
1421027685000,0,1
1421027690000,0,7
1421027695000,1,1
1421027700000,1,1
1421027705000,1,3
1421027710000,1,1
1421027715000,0,6
1421027720000,0,2
1421027725000,2,3
1421027730000,1,4
1421027735000,0,4
1421027740000,0,1
1421027745000,2,5
1421027750000,0,2
1421027755000,1,2
1421027760000,0,1
1421027765000,2,5
1421027770000,0,6
1421027775000,1,2
1421027780000,0,1
1421027785000,0,1
1421027790000,1,0
1421027795000,0,2
1421027800000,2,5
1421027805000,1,4
1421027810000,0,5
1421027815000,2,7
1421027820000,5,2
1421027825000,1,0
1421027830000,1,1
1421027835000,1,8
1421027840000,0,2
1421027845000,0,1
1421027850000,0,1
1421027855000,0,0
1421027860000,0,2
1421027865000,0,5
1421027870000,0,2
1421027875000,0,3
1421027880000,1,1
1421027885000,0,3
1421027890000,0,3
1421027895000,1,4
1421027900000,0,4
1421027905000,1,1
1421027910000,1,1
1421027915000,1,5
1421027920000,0,2
1421027925000,0,2
1421027930000,2,3
1421027935000,0,1
1421027940000,1,2
1421027945000,0,1
1421027950000,0,2
1421027955000,1,5
1421027960000,0,1
1421027965000,0,1
1421027970000,0,2
1421027975000,0,3
1421027980000,0,5
1421027985000,1,5
1421027990000,0,4
1421027995000,0,2
1.421028e+12,1,3
1421028005000,0,2
1421028010000,2,6
1421028015000,1,3
1421028020000,1,3
1421028025000,1,4
1421028030000,2,2
1421028035000,0,3
1421028040000,4,14
1421028045000,0,1
1421028050000,2,4
1421028055000,0,3
1421028060000,0,1
1421028065000,0,2
1421028070000,0,2
1421028075000,2,3
1421028080000,0,1
1421028085000,0,0
1421028090000,0,2
1421028095000,1,2
1421028100000,1,8
1421028105000,2,5
1421028110000,0,1
1421028115000,1,3
1421028120000,0,3
1421028125000,1,2
1421028130000,0,4
1421028135000,0,3
1421028140000,0,1
1421028145000,0,0
1421028150000,1,1
1421028155000,0,2
1421028160000,1,4
1421028165000,0,5
1421028170000,0,2
1421028175000,0,6
1421028180000,1,2
1421028185000,2,3
1421028190000,0,4
1421028195000,0,2
1421028200000,1,4
1421028205000,0,4
1421028210000,2,3
1421028215000,2,3
1421028220000,0,4
1421028225000,0,2
1421028230000,0,0
1421028235000,0,3
1421028240000,0,2
1421028245000,0,3
1421028250000,0,1
1421028255000,0,1
1421028260000,0,2
1421028265000,1,3
1421028270000,0,3
1421028275000,2,4
1421028280000,0,2
1421028285000,0,0
1421028290000,0,4
1421028295000,0,1
1421028300000,1,5
1421028305000,0,6
1421028310000,1,2
1421028315000,1,2
1421028320000,0,1
1421028325000,0,2
1421028330000,2,2
1421028335000,0,3
1421028340000,3,2
1421028345000,7,3
1421028350000,4,5
1421028355000,5,2
1421028360000,8,4
1421028365000,6,2
1421028370000,10,4
1421028375000,5,1
1421028380000,6,6
1421028385000,3,2
1421028390000,8,5
1421028395000,8,5
1421028400000,7,6
1421028405000,6,4
1421028410000,6,2
1421028415000,5,1
1421028420000,7,5
1421028425000,4,5
1421028430000,8,4
1421028435000,5,1
1421028440000,10,2
1421028445000,4,5
1421028450000,11,5
1421028455000,8,3
1421028460000,8,1
1421028465000,6,1
1421028470000,10,3
1421028475000,11,4
1421028480000,7,5
1421028485000,10,3
1421028490000,10,6
1421028495000,10,6
1421028500000,7,7
1421028505000,5,2
1421028510000,8,4
1421028515000,7,6
1421028520000,12,2
1421028525000,7,4
1421028530000,7,6
1421028535000,6,2
1421028540000,6,5
1421028545000,12,0
1421028550000,9,5
1421028555000,8,4
1421028560000,8,3
1421028565000,4,5
1421028570000,2,1
1421028575000,0,4
1421028580000,0,4
1421028585000,0,2
1421028590000,0,9
1421028595000,0,5
1421028600000,0,2
1421028605000,0,1
1421028610000,0,3
1421028615000,1,4
1421028620000,1,5
1421028625000,1,3
1421028630000,0,7
1421028635000,0,2
1421028640000,0,2
1421028645000,0,2
1421028650000,0,2
1421028655000,0,7
1421028660000,1,4
1421028665000,0,5
1421028670000,1,4
1421028675000,2,3
1421028680000,0,0
1421028685000,0,4
1421028690000,0,3
1421028695000,0,6
1421028700000,1,2
1421612810000,12,41
1421612815000,32,48
1421612820000,37,56
1421612825000,31,128
1421612830000,38,180
1421612835000,31,173
1421612840000,44,152
1421612845000,32,149
1421612850000,22,139
1421612855000,34,136
1421612860000,30,136
1421612865000,39,115
1421612870000,31,130
1421612875000,23,111
1421612880000,21,129
1421612885000,24,101
1421612890000,22,84
1421612895000,18,95
1421612900000,17,86
1421612905000,14,70
1421612910000,18,98
1421612915000,14,92
1421612920000,16,84
1421612925000,15,78
1421612930000,13,82
1421612935000,14,64
1421612940000,13,74
1421612945000,19,59
1421612950000,14,80
1421612955000,12,63
1421612960000,11,70
1421612965000,11,50
1421612970000,10,57
1421612975000,9,62
1421612980000,9,41
1421612985000,10,41
1421612990000,4,41
1421612995000,9,43
1.421613e+12,6,20
1421613005000,3,18
1421613010000,6,24
1421613015000,6,25
1421613020000,8,20
1421613025000,11,22
1421613030000,16,20
1421613035000,15,18
1421613040000,16,143
1421613045000,17,35
1421613050000,23,43
1421613055000,27,27
1421613060000,20,44
1421613065000,39,36
1421613070000,30,36
1421613075000,17,26
1421613080000,19,20
1421613085000,7,11
1421613090000,10,12
1421613095000,25,29
1421613100000,13,37
1421613105000,19,35
1421613110000,12,23
1421613115000,9,23
1421613120000,5,14
1421613125000,10,26
1421613130000,11,23
1421613135000,11,22
1421613140000,14,33
1421613145000,13,24
1421613150000,7,32
1421613155000,7,20
1421613160000,8,18
1421613165000,6,14
1421613170000,4,18
1421613175000,4,28
1421613180000,8,29
1421613185000,5,30
1421613190000,9,29
1421613195000,6,29
1421613200000,11,25
1421613205000,6,19
1421613210000,2,12
1421613215000,7,17
1421613220000,7,12
1421613225000,10,14
1421613230000,19,12
1421613235000,22,22
1421613240000,11,12
1421613245000,20,14
1421613250000,4,12
1421613255000,7,18
1421613260000,11,10
1421613265000,6,14
1421613270000,16,17
1421613275000,20,20
1421613280000,31,29
1421613285000,32,21
1421613290000,33,34
1421613295000,33,30
1421613300000,34,60
1421613305000,42,103
1421613310000,37,131
1421613315000,46,126
1421613320000,36,121
1421613325000,30,107
1421613330000,33,75
1421613335000,43,79
1421613340000,21,69
1421613345000,20,81
1421613350000,22,79
1421613355000,13,95
1421613360000,39,84
1421613365000,25,76
1421613370000,33,84
1421613375000,19,87
1421613380000,17,83
1421613385000,20,88
1421613390000,19,77
1421613395000,12,79
1421613400000,23,82
1421613405000,13,72
1421613410000,19,73
1421613415000,15,73
1421613420000,12,63
1421613425000,17,63
1421613430000,22,75
1421613435000,20,74
1421613440000,18,73
1421613445000,14,49
1421613450000,15,56
1421613455000,16,43
1421613460000,14,37
1421613465000,11,36
1421613470000,9,29
1421613475000,7,44
1421613480000,9,45
1421613485000,9,36
1421613490000,12,42
1421613495000,6,28
1421613500000,7,27
1421613505000,6,31
1421613510000,8,29
1421613515000,7,10
1421613520000,9,36
1421613525000,7,11
1421613530000,3,26
1421613535000,1,15
1421613540000,6,22
1421613545000,7,21
1421613550000,4,21
1421613555000,6,20
1421613560000,4,22
1421613565000,6,15
1421613570000,3,16
1421613575000,2,16
1421613580000,3,20
1421613585000,5,21
1421613590000,6,16
1421613595000,9,16
1421613600000,5,11
1421613605000,6,8
1421613610000,3,11
1421613615000,0,6
1421613620000,8,22
1421613625000,4,14
1421613630000,5,18
1421613635000,6,20
1421613640000,7,22
1421613645000,4,27
1421613650000,9,28
1421613655000,8,25
1421613660000,12,31
1421613665000,8,21
1421613670000,8,35
1421613675000,8,28
1421613680000,12,18
1421613685000,7,28
1421613690000,3,21
1421613695000,6,22
1421613700000,7,23
1421613705000,4,20
1421613710000,2,14
1421613715000,9,24
1421613720000,6,18
1421613725000,6,22
1421613730000,5,17
1421613735000,9,20
1421613740000,3,18
1421613745000,5,23
1421613750000,2,8
1421613755000,3,9
1421613760000,4,11
1421613765000,3,7
1421613770000,1,10
1421613775000,2,8
1421613780000,2,9
1421613785000,1,10
1421613790000,1,3
1421613795000,3,6
1421613800000,0,11
1421613805000,2,5
1421613810000,1,7
1421613815000,5,10
1421613820000,3,9
1421613825000,1,11
1421613830000,5,5
1421613835000,2,9
1421613840000,3,6
1421613845000,4,8
1421613850000,4,14
1421613855000,0,12
1421613860000,4,13
1421613865000,2,8
1421613870000,0,9
1421613875000,5,12
1421613880000,2,10
1421613885000,3,14
1421613890000,2,5
1421613895000,4,11
1421613900000,3,9
1421613905000,6,12
1421613910000,4,23
1421613915000,4,7
1421613920000,4,22
1421613925000,2,10
1421613930000,1,8
1421613935000,3,12
1421613940000,4,12
1421613945000,5,7
1421613950000,3,9
1421613955000,6,8
1421613960000,8,7
1421613965000,6,10
1421613970000,3,8
1421613975000,4,13
1421613980000,5,12
1421613985000,5,7
1421613990000,7,7
1421613995000,2,7
1.421614e+12,1,9
1421614005000,4,8
1421614010000,3,3
1421614015000,8,9
1421614020000,6,9
1421614025000,6,12
1421614030000,2,11
1421614035000,4,7
1421614040000,5,8
1421614045000,4,10
1421614050000,4,10
1421614055000,7,6
1421614060000,5,9
1421614065000,8,10
1421614070000,4,12
1421614075000,10,5
1421614080000,22,9
1421614085000,138,19
1421614090000,375,77
1421614095000,700,223
1421614100000,715,225
1421614105000,745,231
1421614110000,736,262
1421614115000,763,348
1421614120000,741,372
1421614125000,771,446
1421614130000,749,422
1421614135000,673,390
1421614140000,624,363
1421614145000,537,353
1421614150000,503,351
1421614155000,467,358
1421614160000,443,393
1421614165000,396,406
1421614170000,347,349
1421614175000,305,303
1421614180000,315,322
1421614185000,284,313
1421614190000,279,307
1421614195000,268,277
1421614200000,195,238
1421614205000,222,230
1421614210000,211,251
1421614215000,159,203
1421614220000,150,169
1421614225000,158,176
1421614230000,130,172
1421614235000,148,153
1421614240000,127,150
1421614245000,126,161
1421614250000,138,189
1421614255000,130,173
1421614260000,100,153
1421614265000,118,150
1421614270000,100,129
1421614275000,94,136
1421614280000,109,151
1421614285000,97,127
1421614290000,97,138
1421614295000,81,119
1421614300000,74,96
1421614305000,63,92
1421614310000,70,98
1421614315000,60,79
1421614320000,53,73
1421614325000,38,60
1421614330000,45,61
1421614335000,42,53
1421614340000,34,67
1421614345000,37,56
1421614350000,38,62
1421614355000,33,46
1421614360000,45,59
1421614365000,46,67
1421614370000,19,39
1421614375000,44,67
1421614380000,34,56
1421614385000,28,43
1421614390000,23,28
1421614395000,17,30
1421614400000,15,25
1421614405000,15,24
1421614410000,25,39
1421614415000,26,34
1421614420000,23,32
1421614425000,14,23
1421614430000,18,28
1421614435000,14,26
1421614440000,14,26
1421614445000,7,19
1421614450000,9,22
1421614455000,22,24
1421614460000,19,27
1421614465000,15,24
1421614470000,14,25
1421614475000,11,15
1421614480000,8,10
1421614485000,6,12
1421614490000,9,8
1421614495000,11,15
1421614500000,16,29
1421614505000,18,25
1421614510000,17,22
1421614515000,19,23
1421614520000,10,10
1421614525000,11,20
1421614530000,13,14
1421614535000,9,25
1421614540000,9,18
1421614545000,15,21
1421614550000,13,19
1421614555000,23,36
1421614560000,16,17
1421614565000,24,26
1421614570000,19,27
1421614575000,12,19
1421614580000,12,14
1421614585000,15,23
1421614590000,13,14
1421614595000,13,24
1421614600000,10,14
1421614605000,16,21
1421614610000,9,14
1421614615000,7,13
1421614620000,6,16
1421614625000,5,10
1421614630000,9,24
1421614635000,5,13
1421614640000,10,24
1421614645000,11,28
1421614650000,9,20
1421614655000,10,27
1421614660000,10,26
1421614665000,11,23
1421614670000,11,21
1421614675000,5,8
1421614680000,6,10
1421614685000,6,22
1421614690000,7,14
1421614695000,8,15
1421614700000,5,19
1421614705000,8,12
1421614710000,8,13
1421614715000,7,17
1421614720000,8,13
1421614725000,4,11
1421614730000,3,7
1421614735000,7,14
1421614740000,6,11
1421614745000,2,12
1421614750000,5,14
1421614755000,7,13
1421614760000,2,11
1421614765000,4,9
1421614770000,6,16
1421614775000,4,8
1421614780000,2,9
1421614785000,1,5
1421614790000,5,11
1421614795000,7,8
1421614800000,7,11
1421614805000,11,20
1421614810000,4,18
1421614815000,4,8
1421614820000,4,13
1421614825000,4,14
1421614830000,6,15
1421614835000,6,11
1421614840000,2,5
1421614845000,5,10
1421614850000,7,11
1421614855000,2,6
1421614860000,3,9
1421614865000,5,6
1421614870000,7,12
1421614875000,6,13
1421614880000,6,10
1421614885000,6,12
1421614890000,3,7
1421614895000,4,10
1421614900000,2,10
1421614905000,2,8
1421614910000,3,13
1421614915000,2,11
1421614920000,4,11
1421614925000,4,11
1421614930000,2,8
1421614935000,2,10
1421614940000,7,11
1421614945000,8,14
1421614950000,3,14
1421614955000,1,16
1421614960000,3,19
1421614965000,1,11
1421614970000,6,20
1421614975000,1,12
1421614980000,7,16
1421614985000,9,42
1421614990000,7,129
1421614995000,4,139
1.421615e+12,9,106
1421615005000,5,98
1421615010000,18,102
1421615015000,17,90
1421615020000,20,86
1421615025000,16,73
1421615030000,24,90
1421615035000,20,80
1421615040000,23,79
1421615045000,10,66
1421615050000,18,65
1421615055000,12,38
1421615060000,8,37
1421615065000,14,61
1421615070000,18,46
1421615075000,19,55
1421615080000,12,39
1421615085000,22,44
1421615090000,15,37
1421615095000,14,48
1421615100000,13,47
1421615105000,14,40
1421615110000,23,53
1421615115000,8,45
1421615120000,15,45
1421615125000,15,59
1421615130000,16,43
1421615135000,10,31
1421615140000,11,42
1421615145000,9,36
1421615150000,13,37
1421615155000,9,35
1421615160000,13,36
1421615165000,9,29
1421615170000,15,41
1421615175000,6,37
1421615180000,11,31
1421615185000,14,53
1421615190000,9,40
1421615195000,10,41
1421615200000,7,36
1421615205000,13,42
1421615210000,7,34
1421615215000,12,37
1421615220000,14,37
1421615225000,9,40
1421615230000,6,28
1421615235000,5,29
1421615240000,9,27
1421615245000,6,28
1421615250000,7,24
1421615255000,8,23
1421615260000,8,30
1421615265000,2,27
1421615270000,7,26
1421615275000,13,23
1421615280000,6,21
1421615285000,6,18
1421615290000,8,32
1421615295000,6,22
1421615300000,4,13
1421615305000,2,15
1421615310000,1,15
1421615315000,4,20
1421615320000,2,12
1421615325000,3,9
1421615330000,4,23
1421615335000,3,21
1421615340000,12,32
1421615345000,4,32
1421615350000,9,45
1421615355000,10,35
1421615360000,5,29
1421615365000,6,71
1421615370000,2,110
1421615375000,5,109
1421615380000,5,98
1421615385000,5,98
1421615390000,2,166
1421615395000,4,201
1421615400000,3,265
1421615405000,4,232
1421615410000,6,211
1421615415000,5,140
1421615420000,9,141
1421615425000,4,140
1421615430000,13,149
1421615435000,6,118
1421615440000,3,120
1421615445000,9,95
1421615450000,7,97
1421615455000,1,78
1421615460000,6,82
1421615465000,12,74
1421615470000,10,74
1421615475000,9,94
1421615480000,16,104
1421615485000,7,70
1421615490000,9,96
1421615495000,7,50
1421615500000,6,53
1421615505000,4,40
1421615510000,6,35
1421615515000,5,37
1421615520000,4,36
1421615525000,2,57
1421615530000,12,67
1421615535000,12,56
1421615540000,11,68
1421615545000,10,77
1421615550000,9,61
1421615555000,8,75
1421615560000,13,89
1421615565000,10,68
1421615570000,7,70
1421615575000,15,75
1421615580000,11,56
1421615585000,14,62
1421615590000,6,52
1421615595000,17,72
1421615600000,7,54
1421615605000,10,65
1421615610000,9,92
1421615615000,19,80
1421615620000,14,87
1421615625000,20,90
1421615630000,11,114
1421615635000,14,155
1421615640000,7,137
1421615645000,10,139
1421615650000,11,118
1421615655000,8,98
1421615660000,8,75
1421615665000,3,78
1421615670000,4,65
1421615675000,8,58
1421615680000,8,59
1421615685000,8,65
1421615690000,8,75
1421615695000,8,46
1421615700000,6,46
1421615705000,5,50
1421615710000,3,41
1421615715000,4,53
1421615720000,9,52
1421615725000,7,46
1421615730000,2,41
1421615735000,7,32
1421615740000,1,23
1421615745000,5,34
1421615750000,4,36
1421615755000,4,26
1421615760000,5,25
1421615765000,7,25
1421615770000,3,22
1421615775000,4,13
1421615780000,4,25
1421615785000,4,19
1421615790000,10,35
1421615795000,6,18
1421615800000,7,22
1421615805000,3,13
1421615810000,4,11
1421615815000,4,19
1421615820000,3,22
1421615825000,7,19
1421615830000,3,11
1421615835000,3,25
1421615840000,3,15
1421615845000,4,11
1421615850000,3,20
1421615855000,2,11
1421615860000,3,27
1421615865000,2,15
1421615870000,7,20
1421615875000,8,18
1421615880000,3,19
1421615885000,3,22
1421615890000,4,12
1421615895000,1,14
1421615900000,4,27
1421615905000,5,16
1421615910000,5,19
1421615915000,3,19
1421615920000,1,14
1421615925000,3,23
1421615930000,5,13
1421615935000,2,14
1421615940000,4,11
1421615945000,0,12
1421615950000,1,20
1421615955000,4,20
1421615960000,0,24
1421615965000,2,26
1421615970000,1,29
1421615975000,3,27
1421615980000,1,12
1421615985000,2,21
1421615990000,0,19
1421615995000,3,16
1.421616e+12,3,16
1421616005000,6,17
1421616010000,5,21
1421616015000,7,16
1421616020000,0,10
